,0,1,2,3,4
0,151.18,0.0,138.24,171.28,2.79
1,151.18,0.0,138.24,223.93,3.68
2,163.68,-349.49,180.28,161.28,2.58
3,163.68,9029.64,180.28,227.93,3.72
4,153.18,0.0,128.74,231.93,3.8
5,153.18,0.0,128.74,223.28,3.61
6,156.68,83.08,165.17,237.11,3.91
7,156.68,83.08,165.17,237.11,3.91
8,157.18,0.0,128.33,221.93,3.66
9,157.18,0.0,128.33,216.28,3.55
10,143.68,-429.49,212.91,220.93,3.64
11,143.68,19755.64,1237.88,117.28,1.79
12,144.68,22085.64,743.39,134.28,2.19
13,144.68,20065.51,442.22,162.93,2.67
14,152.72,0.0,159.29,230.93,3.81
15,163.65,0.0,159.29,207.28,3.41
16,148.18,398.06,129.23,227.28,3.77
17,148.18,-398.06,129.23,245.93,4.01
18,73.18,0.0,105.06,247.11,4.05
19,73.18,0.0,105.06,247.11,4.05
20,147.68,0.0,148.93,256.61,4.24
21,147.68,0.0,148.93,256.61,4.24
22,76.72,0.0,106.08,241.61,3.99
23,135.65,0.0,106.08,241.61,3.99
24,71.68,0.0,99.86,250.11,4.13
25,71.68,0.0,99.86,250.11,4.13
26,72.68,0.0,75.15,255.61,4.22
27,72.68,0.0,75.15,255.61,4.22
