,0,1,2,3,4
0,74.52,779.7,113.83,241.08,3.96
1,74.52,779.7,113.83,241.08,3.96
2,82.02,888.7,281.65,222.08,3.66
3,82.02,888.7,232.31,222.08,3.66
4,86.02,1446.33,427.75,168.58,2.77
5,86.02,5689.08,527.0,168.58,2.77
6,75.52,1425.2,444.29,182.08,2.99
7,75.52,1425.2,444.29,182.08,2.99
8,81.02,1151.7,258.57,180.08,2.95
9,81.02,1151.7,425.43,180.08,2.95
10,85.02,914.7,142.35,251.08,4.14
11,85.02,914.7,151.56,251.08,4.14
12,85.52,1811.7,124.2,239.08,3.94
13,85.52,1811.7,136.99,239.08,3.94
14,82.52,1463.08,103.12,236.01,3.85
15,82.52,905.33,103.12,215.16,3.56
16,84.02,562.2,87.7,241.58,3.96
17,84.02,562.2,87.7,241.58,3.96
18,82.02,1086.7,178.0,226.58,3.72
19,82.02,1086.7,142.94,226.58,3.72
20,84.52,341.7,99.69,246.58,4.07
21,84.52,341.7,99.69,246.58,4.07
22,67.22,451.08,150.42,215.01,3.55
23,-0.17,-41.67,-31.95,2.16,0.05
24,82.52,402.7,75.98,258.08,4.29
25,82.52,402.7,75.98,258.08,4.29
26,97.83,1224.33,143.3,228.01,3.78
27,260.22,1396.08,376.46,194.16,3.16
