,0,1,2,3,4
0,103.79,9450.8,402.91,179.86,2.96
1,103.79,8019.64,349.84,204.32,3.35
2,104.29,1578.64,198.0,267.32,4.44
3,104.29,11943.8,534.84,166.86,2.75
4,107.79,5965.8,348.65,216.86,3.59
5,107.79,2797.64,256.59,245.32,4.04
6,105.79,6883.22,366.97,199.86,3.27
7,105.79,6883.22,289.28,224.32,3.49
8,105.29,9940.8,511.0,197.86,3.28
9,105.29,1864.64,291.16,229.32,3.75
10,63.79,3442.64,278.39,222.32,3.67
11,63.79,4117.8,295.02,214.86,3.49
12,59.79,3881.64,286.9,217.32,3.6
13,59.79,4774.8,353.68,196.86,3.14
14,52.79,1822.64,232.45,238.32,3.94
15,52.79,4578.8,310.14,222.86,3.63
16,58.18,3271.64,274.61,213.59,3.49
17,56.4,5306.8,274.61,213.59,3.49
18,89.18,2479.72,396.48,200.86,3.33
19,61.4,2479.72,301.33,226.32,3.75
20,-5.6,2634.64,168.65,269.32,4.47
21,41.18,3754.8,232.94,239.86,3.97
22,47.29,2969.72,207.79,233.59,3.87
23,47.29,2969.72,207.79,233.59,3.87
24,46.29,5738.72,323.48,202.59,3.34
25,46.29,5738.72,323.48,202.59,3.34
26,45.29,2007.22,191.69,250.09,4.05
27,45.29,2007.22,191.69,250.09,4.05
