,0,1,2,3,4
0,100.22,6421.89,288.45,173.14,2.82
1,100.22,1486.73,217.66,231.84,3.81
2,100.22,10902.31,475.12,164.49,2.69
3,100.22,10902.31,475.12,164.49,2.69
4,102.22,7001.89,318.54,210.14,3.47
5,102.22,2894.73,251.52,227.84,3.75
6,99.22,7519.31,407.61,180.14,2.96
7,99.22,7519.31,407.61,182.84,2.99
8,86.71,12087.89,528.62,169.14,2.79
9,75.73,3044.73,245.12,200.84,3.26
10,83.72,2213.73,437.62,182.84,2.93
11,83.72,4200.89,546.19,157.14,2.56
12,73.72,3344.73,423.36,176.84,2.92
13,73.72,4346.89,518.69,169.14,2.7
14,73.72,1328.73,314.98,203.84,3.33
15,73.72,6670.89,425.55,190.14,3.11
16,73.22,3449.31,429.42,167.99,2.75
17,73.22,3449.31,429.42,167.99,2.75
18,221.71,3255.73,789.99,140.14,2.29
19,82.73,3726.89,392.99,187.84,3.11
20,1.73,1365.73,145.21,261.84,4.29
21,42.71,3828.89,224.35,222.14,3.65
22,46.22,2053.89,192.02,230.84,3.81
23,46.22,700.73,192.02,222.14,3.65
24,55.22,3009.73,396.24,180.49,2.96
25,55.22,5965.89,396.24,180.49,2.96
26,49.22,0.0,182.34,222.99,3.67
27,49.22,0.0,182.34,222.99,3.68
