,0,1,2,3,4
0,32.08,791.57,82.3,245.96,4.08
1,32.4,586.16,82.3,277.02,4.59
2,32.4,329.86,64.92,304.02,4.95
3,31.08,329.86,64.74,276.96,4.62
4,31.74,485.36,63.99,313.49,5.07
5,31.74,485.36,63.99,313.49,5.12
6,31.74,836.16,86.67,297.02,4.94
7,31.74,1744.57,86.67,296.96,4.94
8,32.4,518.36,78.81,298.49,4.9
9,32.08,518.36,59.55,298.49,4.9
10,31.74,359.36,70.95,264.96,4.4
11,31.74,359.36,67.53,268.02,4.44
12,41.4,1798.57,110.71,287.02,4.74
13,41.08,707.16,79.99,285.96,4.72
14,40.4,2440.57,103.49,285.96,4.7
15,39.08,396.16,68.53,304.02,5.02
16,39.08,245.36,66.39,313.02,5.16
17,39.4,245.36,66.39,303.96,4.72
18,43.4,684.86,112.4,283.96,4.7
19,40.08,684.86,101.55,298.02,4.95
20,39.08,345.86,86.32,308.02,5.12
21,39.4,345.86,88.86,294.96,4.9
22,73.74,651.57,146.58,277.96,4.6
23,73.74,450.16,130.79,281.02,4.62
24,75.4,183.86,112.74,272.96,4.49
25,75.08,183.86,112.74,291.02,4.79
26,75.74,578.57,165.02,244.96,4.05
27,75.74,420.16,120.82,292.02,4.8
