,0,1,2,3,4
0,153.26,0.0,49.3,207.9,3.4
1,151.91,0.0,49.3,210.89,3.49
2,151.59,0.0,19.65,252.89,4.19
3,151.59,0.0,19.65,245.9,4.03
4,152.91,1635.56,232.13,212.89,3.46
5,156.26,15859.15,2919.96,55.9,0.93
6,150.09,4654.36,417.13,163.4,2.69
7,150.09,4654.36,417.13,163.4,2.69
8,152.09,0.0,16.47,222.9,3.65
9,152.09,0.0,16.47,226.89,3.74
10,151.91,0.0,47.11,209.9,3.43
11,152.26,0.0,47.11,209.9,3.43
12,150.91,872.56,68.48,225.89,3.72
13,160.26,1742.15,68.48,216.9,3.61
14,149.09,0.0,44.57,245.9,4.07
15,149.09,0.0,44.57,245.9,4.07
16,149.59,1602.56,73.96,234.4,3.86
17,149.59,6189.15,73.96,234.4,3.86
18,149.09,920.56,23.98,233.89,3.87
19,149.09,3511.15,23.98,213.9,3.4
20,150.59,4259.15,86.12,231.9,3.82
21,150.59,1056.56,86.12,231.9,3.82
22,151.09,10772.15,127.75,128.9,2.11
23,151.09,1999.56,127.75,180.89,3.0
24,150.91,0.0,23.14,251.4,4.17
25,151.26,0.0,23.14,251.4,4.17
26,151.26,1619.36,86.41,219.9,3.56
27,150.91,1619.36,86.41,239.89,3.97
