,0,1,2,3,4
0,59.82,1300.8,219.18,248.37,4.03
1,59.59,2375.16,199.11,245.68,4.03
2,60.82,1108.16,156.25,272.68,4.49
3,56.59,529.8,140.0,279.37,4.54
4,52.7,426.98,129.08,246.52,3.89
5,52.7,426.98,157.11,246.52,3.89
6,42.59,819.16,116.48,287.02,4.72
7,44.82,592.8,119.39,287.02,4.72
8,44.82,719.8,148.54,249.37,3.99
9,42.59,848.16,148.54,210.68,3.43
10,40.7,927.48,107.57,264.02,4.34
11,40.7,927.48,121.11,264.02,4.34
12,41.82,1095.16,109.35,297.37,4.89
13,38.59,967.8,109.35,275.68,4.5
14,39.7,1186.16,135.9,214.68,3.53
15,39.7,985.8,130.55,280.37,4.58
16,36.59,850.8,92.55,252.52,4.02
17,37.82,1797.16,129.15,252.52,4.02
18,56.82,582.98,142.63,246.52,4.06
19,44.59,582.98,103.86,246.52,4.06
20,45.7,613.48,118.56,259.52,4.24
21,45.7,613.48,118.56,259.52,4.22
22,52.82,784.16,130.53,233.37,3.8
23,39.59,658.8,130.53,228.68,3.59
24,49.82,834.16,142.29,256.02,4.2
25,41.59,757.8,115.12,256.02,4.2
26,47.59,896.8,141.18,287.37,4.76
27,50.82,900.16,142.75,231.68,3.81
