,0,1,2,3,4
0,38.7,0.0,61.94,253.95,4.18
1,38.7,0.0,61.94,253.95,4.18
2,39.2,0.0,48.68,270.46,4.47
3,39.2,0.0,48.68,279.44,4.64
4,39.7,0.0,44.52,312.45,5.18
5,39.7,0.0,44.52,312.45,5.18
6,39.2,0.0,54.97,279.45,4.62
7,39.2,0.0,54.97,279.45,4.62
8,39.2,0.0,44.54,297.44,4.93
9,39.2,0.0,44.54,289.46,4.78
10,40.2,0.0,54.25,283.46,4.66
11,40.2,0.0,54.25,291.44,4.82
12,39.7,0.0,45.79,298.44,4.84
13,39.7,0.0,45.79,292.46,4.84
14,39.7,1107.13,68.03,266.95,4.39
15,39.7,1107.13,68.03,266.95,4.39
16,38.7,169.63,44.88,281.44,4.68
17,38.7,169.63,44.88,275.46,4.53
18,38.7,0.0,52.66,293.95,4.84
19,38.7,0.0,52.66,293.95,4.84
20,39.2,14572.86,453.36,195.46,3.25
21,39.2,1113.4,92.57,276.44,4.59
22,52.48,0.0,67.99,285.44,4.73
23,40.91,0.0,67.99,274.46,4.51
24,40.2,0.0,36.67,287.44,4.73
25,40.2,0.0,36.67,268.46,4.45
26,52.48,0.0,72.48,279.44,4.64
27,40.91,0.0,72.48,264.46,4.35
