,0,1,2,3,4
0,151.11,292.46,229.27,235.31,3.88
1,151.11,292.46,199.51,232.29,3.77
2,157.06,1060.0,211.39,244.31,4.04
3,163.16,2550.92,211.39,229.29,3.77
4,164.16,2576.92,220.67,231.29,3.76
5,153.06,831.0,216.68,265.31,4.36
6,147.61,2783.92,220.88,241.31,3.98
7,147.61,1013.0,220.88,240.29,3.87
8,147.61,405.96,189.37,245.8,4.03
9,147.61,405.96,194.24,245.8,4.03
10,147.61,447.96,211.9,225.8,3.68
11,147.61,447.96,220.66,225.8,3.72
12,147.61,187.96,199.13,262.31,4.32
13,147.61,187.96,197.93,233.29,3.83
14,147.11,526.96,206.87,245.31,4.03
15,147.11,526.96,206.87,235.29,3.88
16,146.61,687.92,189.56,225.29,3.69
17,146.61,366.0,189.56,252.31,4.17
18,147.61,2526.92,218.41,252.29,4.18
19,147.61,662.0,202.86,266.31,4.37
20,153.06,95.96,208.17,268.3,4.45
21,154.16,95.96,221.26,268.3,4.45
22,147.61,102.46,211.07,263.8,4.35
23,147.61,102.46,211.07,263.8,4.36
24,142.16,476.46,187.51,244.29,4.06
25,75.06,476.46,108.43,275.31,4.51
26,70.61,97.46,104.24,306.8,5.07
27,70.61,97.46,104.24,306.8,5.07
