,0,1,2,3,4
0,249.89,2186.05,456.05,161.1,2.64
1,310.7,2577.18,1476.68,93.78,1.55
2,227.8,1132.62,340.83,173.1,2.86
3,227.8,1132.62,385.99,171.78,2.81
4,231.89,2755.18,420.32,198.1,3.27
5,260.7,2118.05,878.45,132.78,2.19
6,228.8,2622.18,541.94,170.44,2.8
7,228.8,2036.05,541.94,170.44,2.8
8,180.8,885.05,121.55,215.78,3.53
9,180.8,2533.18,121.55,232.1,3.85
10,181.3,1693.18,170.49,182.78,3.04
11,181.3,1103.05,170.49,200.1,3.3
12,178.3,474.05,110.71,257.1,4.26
13,178.3,561.18,110.71,240.78,4.0
14,180.3,2660.18,125.49,232.44,3.82
15,180.3,614.05,125.49,232.44,3.82
16,180.8,624.18,111.33,246.94,4.07
17,180.8,580.05,111.33,246.94,4.07
18,175.3,536.62,119.85,237.44,3.92
19,175.3,536.62,119.85,237.44,3.92
20,174.8,592.62,133.8,234.44,3.86
21,174.8,592.62,133.8,234.44,3.86
22,174.3,2636.18,117.01,244.1,4.04
23,174.3,511.05,117.01,217.78,3.5
24,174.3,388.62,100.85,237.94,3.92
25,174.3,388.62,100.85,237.94,3.92
26,186.89,2656.18,216.16,211.1,3.44
27,201.7,999.05,216.16,203.78,3.38
