,0,1,2,3,4
0,130.65,946.47,244.08,245.06,4.07
1,130.65,966.52,244.08,226.62,3.73
2,142.02,1073.47,241.84,246.06,4.05
3,211.28,1473.52,385.29,210.62,3.46
4,134.02,682.47,217.76,264.06,4.39
5,145.28,1813.52,417.44,221.62,3.68
6,136.65,1257.5,254.31,219.34,3.57
7,136.65,1257.5,254.31,219.34,3.57
8,157.15,1948.47,411.46,207.06,3.35
9,157.15,4198.52,515.73,188.62,3.11
10,142.28,1429.5,302.79,201.62,3.28
11,139.02,1429.5,243.41,229.06,3.73
12,135.65,728.5,217.01,249.84,4.13
13,135.65,728.5,217.01,249.84,4.13
14,129.65,689.0,207.99,250.34,4.13
15,129.65,689.0,220.99,250.34,4.13
16,130.65,1533.5,222.35,235.84,3.9
17,130.65,1533.5,222.35,235.84,3.9
18,135.02,1532.5,214.52,240.84,3.96
19,137.28,1532.5,214.52,240.84,3.96
20,132.15,983.0,266.46,215.62,3.57
21,132.15,983.0,266.46,223.06,3.68
22,127.65,871.5,232.81,248.84,4.09
23,127.65,871.5,232.81,248.84,4.09
24,135.28,480.0,267.19,237.62,3.92
25,134.02,480.0,267.19,248.06,4.06
26,163.28,3863.52,470.67,208.62,3.45
27,158.02,1470.47,351.51,225.06,3.72
