,0,1,2,3,4
0,12.65,597.52,85.96,246.91,4.09
1,11.87,597.52,55.4,316.54,5.22
2,12.65,0.0,37.49,317.73,5.26
3,11.87,0.0,37.49,317.73,5.26
4,11.76,0.0,34.95,331.23,5.49
5,11.76,0.0,34.95,331.23,5.49
6,11.76,0.0,41.15,334.73,5.55
7,11.76,0.0,41.15,334.73,5.55
8,11.76,132.52,37.35,293.91,4.84
9,11.76,132.52,33.64,331.54,5.49
10,11.76,54.52,47.32,278.91,4.6
11,11.76,54.52,39.41,331.54,5.45
12,12.65,18458.28,127.26,262.91,4.3
13,11.87,1004.76,43.11,268.54,4.3
14,12.76,0.0,35.56,314.54,5.18
15,12.76,0.0,35.56,301.91,4.87
16,12.76,0.0,35.68,325.91,5.39
17,12.76,0.0,35.68,329.54,5.43
18,12.76,0.0,35.16,321.54,5.34
19,12.76,0.0,35.16,293.91,4.87
20,12.76,269.02,51.82,306.91,5.05
21,12.76,269.02,51.82,312.54,5.18
22,12.76,100.02,67.85,290.91,4.81
23,12.76,100.02,67.85,307.54,5.04
24,12.76,0.0,52.22,309.91,5.12
25,12.76,0.0,52.22,319.54,5.26
26,13.65,0.0,126.59,268.91,4.38
27,12.87,0.0,61.76,304.54,5.02
