,0,1,2,3,4
0,59.96,9294.28,206.46,201.09,3.29
1,59.96,8137.4,206.46,201.09,3.29
2,57.46,9124.4,339.81,174.59,2.86
3,57.46,12999.28,339.81,174.59,2.86
4,59.46,0.0,42.87,241.09,3.96
5,59.46,0.0,42.87,241.09,3.96
6,55.46,8016.28,79.45,209.91,3.44
7,55.46,178.4,79.45,238.27,3.93
8,63.96,472.84,208.39,197.59,3.27
9,63.96,472.84,257.22,197.59,3.27
10,56.46,0.0,42.46,232.09,3.84
11,56.46,0.0,42.46,232.09,3.84
12,53.96,0.0,0.0,248.59,4.09
13,53.96,0.0,0.0,248.59,4.09
14,57.46,0.0,42.12,218.59,3.59
15,57.46,0.0,42.12,218.59,3.59
16,54.96,0.0,5.32,224.59,3.7
17,54.96,0.0,5.32,224.59,3.7
18,82.8,4134.28,501.87,141.91,2.3
19,69.13,501.4,164.16,237.27,3.69
20,13.13,725.4,312.77,193.27,3.19
21,186.8,12137.28,2409.31,70.91,1.15
22,61.96,0.0,197.88,189.59,3.13
23,61.96,0.0,197.88,189.59,3.13
24,84.13,218.34,344.19,173.27,2.83
25,86.8,218.34,344.19,158.91,2.6
26,55.8,0.0,290.17,189.09,3.11
27,13.13,0.0,290.17,189.09,3.11
