,0,1,2,3,4
0,20.34,1486.33,71.11,276.79,4.53
1,20.34,1399.38,61.26,301.9,5.0
2,19.84,234.35,50.6,315.34,5.15
3,19.84,234.35,50.6,315.34,5.15
4,20.75,1628.33,67.2,299.34,4.96
5,19.92,441.38,51.25,299.34,4.96
6,18.84,1856.38,77.58,300.84,4.99
7,18.84,2386.33,77.58,300.84,4.99
8,18.84,554.33,38.5,286.79,4.75
9,18.84,209.38,41.87,318.9,5.29
10,17.84,409.35,44.27,330.84,5.47
11,17.84,409.35,44.27,330.84,5.47
12,17.75,827.33,40.43,305.79,5.02
13,2.92,168.38,10.85,342.9,5.69
14,2.84,157.38,16.62,335.9,5.58
15,2.84,248.33,24.28,305.79,5.05
16,1.84,233.85,16.88,339.34,5.61
17,1.84,233.85,16.79,339.34,5.61
18,1.84,127.38,8.6,339.9,5.64
19,1.84,299.33,8.6,287.79,4.75
20,1.84,759.33,16.26,333.79,5.55
21,1.84,197.38,16.26,344.9,5.7
22,1.84,338.85,20.71,314.79,5.23
23,1.84,338.85,25.5,322.9,5.28
24,2.34,227.35,15.9,332.79,5.49
25,2.34,227.35,15.9,338.9,5.63
26,1.84,2559.33,71.59,306.9,5.07
27,1.84,368.38,31.71,305.79,5.07
