,0,1,2,3,4
0,2.36,575.27,27.67,251.43,4.12
1,2.36,575.27,12.62,263.16,4.22
2,1.86,242.77,14.3,281.16,4.62
3,1.86,242.77,14.3,277.43,4.51
4,2.36,2665.77,29.01,291.16,4.83
5,2.36,2665.77,23.83,281.43,4.66
6,1.86,543.71,12.01,285.16,4.73
7,1.86,2541.84,20.16,278.43,4.56
8,2.36,738.84,22.74,286.16,4.62
9,2.36,512.71,10.61,273.43,4.48
10,2.36,93.27,9.67,294.43,4.85
11,2.36,93.27,12.38,303.16,5.02
12,2.36,369.27,9.34,294.29,4.77
13,2.36,369.27,9.34,294.29,4.77
14,2.36,549.27,19.51,255.79,4.18
15,2.36,549.27,19.51,255.79,4.18
16,78.36,1673.84,143.96,214.43,3.52
17,78.36,1334.71,143.96,230.16,3.8
18,37.36,326.71,91.13,286.16,4.71
19,37.36,530.84,91.13,261.43,4.32
20,35.86,453.77,92.52,289.29,4.76
21,35.86,453.77,92.52,289.29,4.76
22,36.86,695.27,83.06,286.16,4.62
23,36.86,695.27,78.28,230.43,3.74
24,36.27,670.77,86.77,274.79,4.53
25,28.44,670.77,81.21,274.79,4.53
26,26.86,351.71,90.74,284.16,4.72
27,26.86,600.84,100.68,231.43,3.81
