,0,1,2,3,4
0,132.49,4315.56,809.18,153.9,2.53
1,132.49,4408.74,843.93,148.99,2.48
2,147.99,4701.56,1008.45,136.44,2.22
3,147.99,6269.74,979.55,136.44,2.22
4,142.99,4840.65,773.96,146.99,2.37
5,142.99,4840.65,797.5,148.9,2.37
6,139.49,3854.56,627.39,169.44,2.77
7,139.49,5092.74,627.39,169.44,2.77
8,141.46,4383.65,1006.92,134.99,2.19
9,136.52,4383.65,600.5,162.9,2.66
10,139.99,5223.74,982.29,130.99,2.09
11,139.99,4812.56,677.15,171.9,2.82
12,183.46,9184.74,753.55,160.94,2.65
13,154.52,5435.56,753.55,160.94,2.65
14,143.49,4670.74,472.59,195.9,3.23
15,143.49,4664.56,725.69,146.99,2.38
16,137.46,4874.74,733.46,146.99,2.4
17,131.52,4806.56,703.53,158.9,2.62
18,146.46,4476.15,780.69,156.44,2.59
19,135.52,4476.15,780.69,156.44,2.59
20,149.52,4520.56,726.15,156.99,2.51
21,189.46,5253.74,614.77,158.9,2.62
22,133.52,3718.15,750.65,161.9,2.67
23,137.46,3718.15,750.65,148.99,2.39
24,142.99,4554.15,767.17,152.44,2.52
25,142.99,4554.15,767.17,152.44,2.52
26,132.52,3864.65,586.64,175.9,2.92
27,142.46,3864.65,695.74,160.99,2.67
