,0,1,2,3,4
0,3487.25,5725.81,5217.06,28.89,0.45
1,4295.09,37983.67,22816.46,7.41,0.11
2,2403.67,1650.74,2622.24,42.15,0.68
3,2403.67,1650.74,2622.24,42.15,0.68
4,2649.25,5554.81,4551.5,34.89,0.56
5,4134.09,13479.67,7199.08,14.41,0.22
6,2849.67,4022.74,3384.7,33.65,0.55
7,2849.67,4022.74,3384.7,33.65,0.55
8,3070.25,4658.81,4566.71,32.89,0.52
9,7601.09,9181.67,9639.83,14.41,0.23
10,4246.09,2869.24,3914.22,33.15,0.51
11,3879.25,2869.24,3914.22,33.15,0.51
12,2860.17,3045.74,3506.34,35.41,0.58
13,2860.17,3045.74,3506.34,35.89,0.59
14,5865.25,39643.74,18505.66,3.15,0.03
15,6498.09,39643.74,13473.74,3.15,0.03
16,2571.67,2487.74,2912.57,37.15,0.6
17,2571.67,2487.74,2912.57,37.15,0.6
18,2999.17,2295.24,3428.23,35.15,0.57
19,2999.17,2295.24,3428.23,35.15,0.57
20,3074.17,3523.74,3491.79,35.41,0.55
21,3074.17,3523.74,3491.79,38.89,0.61
22,3720.09,2072.24,3759.05,29.41,0.44
23,3497.25,2072.24,3759.05,32.89,0.51
24,3758.17,2428.24,3509.27,36.89,0.57
25,3758.17,2428.24,3509.27,29.41,0.45
26,2941.67,3462.24,3065.05,36.65,0.6
27,2941.67,3462.24,3065.05,36.65,0.6
