,0,1,2,3,4
0,19.68,4170.76,425.59,183.75,3.02
1,19.02,2924.77,351.12,213.34,3.44
2,19.68,1039.77,110.92,277.34,4.58
3,19.02,6564.76,149.43,245.75,3.73
4,19.68,2355.26,301.04,218.75,3.62
5,19.02,2355.26,301.04,230.34,3.8
6,19.68,1275.76,200.51,256.34,4.23
7,19.02,1275.76,221.13,250.75,4.13
8,19.85,2806.76,148.86,262.34,4.32
9,19.85,2196.77,148.86,249.75,4.09
10,18.85,1045.26,166.25,258.05,4.26
11,18.85,1045.26,166.25,258.05,4.26
12,18.85,1946.76,323.75,235.75,3.93
13,18.85,1531.77,118.6,281.34,4.65
14,18.85,972.26,167.31,248.75,4.12
15,18.85,972.26,167.31,250.34,4.12
16,19.02,901.76,178.45,211.75,3.41
17,19.68,901.76,89.24,291.34,4.82
18,19.02,528.26,117.8,267.05,4.42
19,19.68,528.26,147.8,267.05,4.42
20,18.85,740.77,108.41,293.55,4.87
21,18.85,1540.76,111.37,293.55,4.87
22,18.85,809.76,90.22,279.75,4.65
23,18.85,809.76,87.24,303.34,5.0
24,18.85,312.76,97.8,284.05,4.69
25,18.85,312.76,97.8,284.05,4.69
26,19.68,922.76,100.65,250.34,4.07
27,19.02,922.76,100.65,249.75,4.07
