,0,1,2,3,4
0,0.0,880.31,0.0,173.09,2.81
1,0.0,880.31,0.0,173.09,2.81
2,0.0,943.81,94.75,151.59,2.39
3,0.0,943.81,94.75,151.59,2.49
4,0.0,708.81,250.21,138.59,2.21
5,0.0,708.81,250.21,138.59,2.21
6,4162.54,12229.16,7477.53,23.96,0.15
7,768.39,4124.46,1950.47,30.22,0.58
8,362.39,2152.46,1346.09,59.59,0.99
9,725.54,2736.16,1858.92,59.59,0.78
10,71.96,2682.46,1132.42,89.22,1.56
11,71.96,7456.16,1283.7,79.96,1.06
12,67.96,1685.81,570.2,103.09,1.62
13,67.96,1685.81,570.2,103.09,1.62
14,0.0,4369.16,442.26,123.09,1.81
15,0.0,1666.46,442.26,123.09,2.06
16,0.0,6938.31,529.1,117.09,1.84
17,0.0,6938.31,529.1,117.09,1.84
18,0.0,4558.16,519.18,119.96,1.74
19,0.0,1554.46,519.18,120.22,2.08
20,0.0,2005.46,346.81,123.09,1.9
21,0.0,3921.16,346.81,123.09,1.9
22,0.0,0.0,0.0,224.22,3.8
23,0.0,0.0,0.0,1.96,3.79
24,0.0,680.31,0.0,169.59,2.73
25,0.0,680.31,0.0,169.59,2.73
26,0.0,0.0,0.0,182.96,2.79
27,0.0,0.0,0.0,273.22,4.61
