,0,1,2,3,4
0,124.51,0.0,0.0,207.2,3.39
1,124.51,0.0,0.0,208.86,3.39
2,619.36,289.07,699.88,110.03,1.8
3,544.67,289.07,699.88,110.03,1.8
4,575.67,2751.04,1246.87,97.86,1.6
5,576.36,14342.09,5872.18,20.2,0.33
6,547.51,6307.57,1489.44,73.2,1.21
7,547.51,6307.57,1489.44,83.86,1.37
8,554.36,0.0,863.29,107.03,1.73
9,540.67,0.0,863.29,107.03,1.73
10,535.67,554.07,973.97,99.53,1.6
11,540.36,554.07,973.97,99.53,1.6
12,542.67,445.07,927.9,103.53,1.7
13,547.36,445.07,927.9,103.53,1.7
14,544.51,808.57,993.37,92.53,1.49
15,544.51,808.57,993.37,92.53,1.49
16,563.67,2708.04,1071.87,87.53,1.43
17,567.36,3628.09,1071.87,87.53,1.43
18,565.01,977.57,933.47,96.2,1.55
19,565.01,977.57,933.47,96.86,1.6
20,573.01,3695.57,1094.05,97.53,1.58
21,573.01,3695.57,1094.05,97.53,1.58
22,580.01,35051.09,2123.13,49.2,0.55
23,580.01,5005.04,1476.09,75.86,1.25
24,584.36,353.57,1108.49,80.53,1.31
25,576.67,353.57,1108.49,80.53,1.31
26,576.51,1761.07,1268.59,85.53,1.39
27,576.51,1761.07,1268.59,85.53,1.39
