,0,1,2,3,4
0,115.36,1713.65,186.23,166.43,2.75
1,115.36,1713.65,186.23,188.52,3.13
2,106.36,779.15,158.87,226.43,3.71
3,106.36,779.15,158.87,226.52,3.71
4,106.36,2879.65,211.9,182.98,3.03
5,106.36,2879.65,211.9,182.98,3.03
6,443.86,2844.39,612.97,146.52,2.4
7,443.86,1945.91,612.97,137.43,2.24
8,464.86,970.91,652.79,127.98,2.1
9,464.86,2258.39,719.93,127.98,2.1
10,484.86,4570.15,656.64,143.98,2.37
11,484.86,4570.15,656.64,143.98,2.37
12,451.86,710.91,612.46,150.52,2.49
13,451.86,779.39,635.91,144.43,2.38
14,457.36,1852.65,609.5,129.98,2.16
15,457.36,1852.65,609.5,129.98,2.16
16,441.36,806.91,568.04,118.43,1.95
17,441.36,1123.39,568.04,132.52,2.2
18,458.36,737.91,595.68,143.48,2.36
19,458.36,2108.39,595.68,143.48,2.36
20,450.86,1700.91,610.89,146.52,2.43
21,450.86,4133.39,656.34,138.43,2.27
22,445.63,561.65,561.58,144.43,2.39
23,91.09,561.65,132.79,190.52,3.08
24,64.86,0.0,100.34,235.52,3.85
25,64.86,0.0,100.34,223.43,3.68
26,65.86,351.91,129.84,235.52,3.89
27,65.86,516.39,129.84,210.43,3.35
