,0,1,2,3,4
0,31.7,869.44,80.3,269.51,4.45
1,31.7,869.44,71.4,269.51,4.45
2,29.7,1028.86,59.29,284.01,4.67
3,29.7,978.02,59.29,284.01,4.67
4,29.2,752.86,59.69,286.4,4.7
5,29.2,430.02,59.57,288.61,4.7
6,29.2,902.02,63.89,282.51,4.66
7,29.2,1823.86,93.07,282.51,4.66
8,28.7,713.44,59.8,283.4,4.62
9,28.7,713.44,59.8,286.61,4.62
10,28.7,382.94,60.39,291.61,4.8
11,28.7,382.94,60.39,280.4,4.65
12,27.36,492.94,47.41,288.51,4.78
13,17.04,492.94,40.71,288.51,4.78
14,14.36,278.44,36.95,297.01,4.86
15,14.04,278.44,36.95,297.01,4.86
16,15.2,644.02,41.87,291.61,4.8
17,15.2,747.86,41.87,286.4,4.62
18,16.2,164.44,35.34,322.61,5.34
19,16.2,164.44,35.34,286.4,4.65
20,13.04,958.86,44.55,307.61,5.1
21,15.36,558.02,44.55,291.4,4.82
22,12.2,585.86,40.44,291.61,4.82
23,12.2,342.02,40.44,283.4,4.67
24,12.7,13.44,31.53,305.61,5.04
25,12.7,13.44,31.53,275.4,4.5
26,12.7,3974.86,122.67,263.4,4.33
27,12.7,578.02,45.24,281.61,4.67
