,0,1,2,3,4
0,30.97,535.7,75.6,274.08,4.54
1,30.97,935.91,75.6,274.08,4.54
2,30.47,346.8,71.05,290.58,4.74
3,30.47,346.8,71.05,290.58,4.74
4,31.47,410.7,70.08,314.55,5.21
5,31.47,634.91,87.04,282.61,4.61
6,30.97,1821.91,110.17,281.61,4.64
7,30.97,485.7,73.73,308.55,5.11
8,31.47,342.3,62.31,285.61,4.75
9,31.47,342.3,62.31,318.55,5.28
10,30.47,73.3,83.11,282.61,4.69
11,30.47,73.3,83.11,310.55,5.06
12,39.97,1205.7,100.04,280.55,4.53
13,39.97,3275.91,100.04,275.61,4.45
14,39.47,569.3,92.64,282.58,4.64
15,39.47,569.3,76.46,282.58,4.64
16,38.47,744.3,75.25,261.55,4.32
17,38.47,744.3,75.25,255.61,4.26
18,44.48,232.8,92.13,276.55,4.56
19,41.46,232.8,92.13,274.61,4.54
20,38.47,0.0,79.47,274.61,4.47
21,38.47,0.0,79.47,311.55,5.15
22,81.48,365.3,136.64,285.55,4.74
23,74.46,365.3,123.53,257.61,4.2
24,72.97,1100.7,135.92,252.55,4.14
25,72.97,5580.91,219.93,243.61,4.06
26,101.48,130.3,166.18,262.61,4.35
27,75.46,130.3,123.01,263.55,4.35
