,0,1,2,3,4
0,52.21,0.0,92.74,233.38,3.83
1,52.21,0.0,92.74,285.39,4.71
2,51.71,20.26,84.19,273.38,4.54
3,51.71,20.26,84.19,288.39,4.76
4,51.71,5036.32,150.35,249.38,4.1
5,51.71,1088.2,97.81,273.39,4.52
6,51.71,10459.32,297.5,242.38,4.03
7,51.71,1859.2,119.15,247.39,4.05
8,42.71,691.26,77.4,265.88,4.38
9,42.71,691.26,77.4,265.88,4.38
10,-6.77,-73.8,-4.01,151.38,2.52
11,52.19,588.32,209.49,211.39,3.47
12,43.71,1033.26,89.25,291.38,4.82
13,43.71,1033.26,89.25,291.38,4.82
14,37.19,211.76,85.25,256.38,4.23
15,4.23,211.76,24.51,268.39,4.44
16,0.0,0.0,0.76,330.39,5.49
17,0.0,0.0,0.76,274.38,4.52
18,0.0,72.26,13.7,291.88,4.81
19,0.0,72.26,13.7,291.88,4.81
20,0.0,901.76,18.76,279.38,4.56
21,0.0,901.76,18.76,280.39,4.56
22,0.0,0.0,4.04,306.38,5.05
23,0.0,0.0,4.04,306.38,5.05
24,0.0,188.76,0.0,327.88,5.45
25,0.0,188.76,0.0,327.88,5.45
26,0.0,264.76,3.15,296.39,4.91
27,0.0,264.76,3.15,253.38,4.01
