,0,1,2,3,4
0,34.01,1284.75,65.26,216.91,3.58
1,24.07,1622.94,65.26,216.91,3.58
2,31.01,392.85,35.77,242.41,4.01
3,24.07,392.85,35.77,242.41,4.01
4,24.07,3158.94,55.87,276.15,4.53
5,31.01,1906.75,55.87,245.67,4.03
6,22.54,355.35,30.38,232.91,3.84
7,22.54,355.35,30.38,232.91,3.84
8,21.54,505.75,29.05,271.15,4.45
9,21.54,1522.94,29.05,241.67,3.98
10,23.54,880.35,40.24,273.67,4.54
11,23.54,880.35,40.24,280.15,4.64
12,24.04,2752.35,125.2,262.15,4.14
13,24.04,2752.35,216.64,195.67,3.2
14,28.01,3654.94,313.38,177.67,2.92
15,24.07,1085.75,82.04,215.15,3.57
16,29.01,2580.94,147.42,239.67,3.83
17,24.07,1332.75,49.14,248.15,4.07
18,22.54,1480.94,109.58,213.67,3.52
19,22.54,697.75,52.78,271.15,4.48
20,19.54,1017.75,44.45,302.15,5.02
21,19.54,1314.94,44.45,275.67,4.55
22,20.54,2822.75,60.68,279.15,4.6
23,20.54,2910.94,60.68,247.67,3.99
24,20.04,1646.85,77.18,288.15,4.75
25,20.04,1646.85,77.18,242.67,3.94
26,22.07,2000.75,76.31,238.15,3.91
27,27.01,4714.94,132.91,205.67,3.41
