,0,1,2,3,4
0,237.74,1395.54,443.18,163.32,2.71
1,352.21,2587.32,1317.58,100.81,1.66
2,229.98,1157.43,349.26,176.56,2.91
3,229.98,1157.43,385.74,176.56,2.91
4,241.74,809.54,383.54,193.32,3.19
5,276.21,1592.32,1062.7,121.81,2.03
6,249.48,3289.43,627.02,148.32,2.43
7,249.48,3289.43,627.02,143.81,2.36
8,176.48,2705.32,125.73,244.32,4.05
9,176.48,838.54,125.73,222.81,3.59
10,174.48,584.54,129.52,231.32,3.84
11,174.48,685.32,129.52,222.81,3.64
12,173.48,620.32,112.87,221.06,3.62
13,173.48,547.54,112.87,221.06,3.62
14,176.48,662.54,113.28,227.56,3.75
15,176.48,933.32,113.28,227.56,3.75
16,176.98,369.54,100.78,226.32,3.76
17,176.98,563.32,100.78,207.81,3.44
18,171.48,16.93,112.35,248.32,4.11
19,171.48,16.93,112.35,238.81,3.93
20,169.98,219.93,134.28,241.56,3.98
21,169.98,219.93,134.28,241.56,3.98
22,169.98,238.54,110.31,252.32,4.19
23,169.98,288.32,110.31,212.81,3.51
24,170.98,503.43,96.83,225.32,3.74
25,170.98,503.43,96.83,214.81,3.55
26,181.74,2646.32,202.79,229.32,3.74
27,191.21,1527.54,202.79,207.81,3.44
