,0,1,2,3,4
0,109.99,3973.7,721.08,151.39,2.46
1,109.99,848.42,193.58,251.82,4.16
2,103.23,339.56,131.72,264.1,4.37
3,71.75,339.56,131.72,264.1,4.37
4,69.49,643.56,124.96,268.6,4.4
5,69.49,643.56,124.96,268.6,4.4
6,73.23,93.56,148.31,241.6,3.93
7,71.75,93.56,148.31,241.6,3.93
8,66.99,31.56,99.64,283.82,4.69
9,66.99,31.56,99.64,236.39,3.91
10,69.49,683.42,135.1,269.6,4.44
11,69.49,885.7,135.1,269.6,4.44
12,67.99,1227.7,136.9,278.6,4.62
13,67.99,504.42,136.9,278.6,4.62
14,103.99,590.56,142.56,228.6,3.75
15,103.99,590.56,142.56,228.6,3.75
16,110.23,833.06,213.37,267.1,4.44
17,108.75,833.06,213.37,267.1,4.44
18,110.23,8034.7,394.08,225.39,3.74
19,72.75,2363.42,199.2,260.82,4.33
20,68.99,569.42,155.68,265.82,4.41
21,68.99,957.7,155.68,263.39,4.32
22,65.99,2951.56,155.24,269.39,4.43
23,65.99,2951.56,155.24,271.82,4.51
24,78.49,749.42,206.16,268.82,4.42
25,78.49,1831.7,234.0,237.39,3.9
26,67.49,1337.42,215.29,246.1,4.02
27,67.49,4321.7,215.29,246.1,4.01
