,0,1,2,3,4
0,236.8,1189.16,439.04,177.68,2.95
1,242.75,2330.93,1067.43,127.19,2.09
2,228.8,1059.55,335.43,216.68,3.59
3,232.75,1059.55,391.96,165.19,2.68
4,231.8,2007.55,404.21,155.68,2.56
5,284.75,2007.55,1147.33,121.19,2.02
6,234.78,3193.55,630.72,150.68,2.49
7,234.78,3193.55,630.72,139.19,2.31
8,182.28,2654.93,130.7,247.68,4.08
9,182.28,753.16,130.7,224.19,3.68
10,179.28,532.16,139.09,230.68,3.81
11,179.28,940.93,139.09,219.19,3.63
12,180.28,1646.16,136.09,222.19,3.68
13,180.28,2450.93,136.09,232.68,3.83
14,180.78,863.55,129.7,218.19,3.51
15,180.78,863.55,129.7,221.68,3.65
16,181.78,489.55,109.64,224.68,3.71
17,181.78,489.55,109.64,205.19,3.32
18,176.28,230.05,119.76,256.44,4.26
19,176.28,230.05,119.76,256.44,4.26
20,175.78,662.16,145.84,228.68,3.79
21,175.78,1629.93,145.84,201.19,3.29
22,174.78,2903.05,146.43,229.68,3.81
23,174.78,2903.05,146.43,223.19,3.68
24,176.28,522.16,105.57,244.68,3.99
25,176.28,591.93,105.57,210.19,3.47
26,182.8,2592.93,211.38,228.68,3.78
27,194.75,568.16,211.38,224.19,3.73
