,0,1,2,3,4
0,89.38,800.63,166.94,262.39,4.26
1,92.63,1170.39,195.67,262.39,4.26
2,84.38,1229.01,186.58,243.28,3.92
3,84.63,1229.01,186.58,244.5,4.03
4,90.63,1072.51,207.52,260.28,4.31
5,84.38,1072.51,178.16,284.5,4.7
6,86.5,1185.63,171.49,256.89,4.25
7,86.5,2514.39,195.7,256.89,4.25
8,85.0,904.39,179.84,278.28,4.56
9,85.0,887.63,169.12,280.5,4.65
10,86.5,1081.39,170.82,286.28,4.72
11,86.5,834.63,170.82,290.5,4.82
12,86.63,4383.39,222.12,254.39,4.2
13,86.38,1075.63,167.23,254.39,4.2
14,83.5,1178.51,171.34,275.89,4.57
15,83.5,1178.51,171.34,275.89,4.57
16,92.38,3017.39,196.23,255.89,4.22
17,92.63,2416.63,198.72,255.89,4.22
18,90.0,2557.39,184.95,262.5,4.33
19,90.0,1522.63,184.95,257.28,4.21
20,89.38,1477.63,212.24,235.28,3.86
21,95.63,1539.39,233.04,263.5,4.37
22,92.63,1432.01,209.69,259.89,4.16
23,86.38,1432.01,202.59,259.89,4.16
24,91.38,3181.39,219.0,267.5,4.42
25,99.63,1333.63,219.51,265.28,4.33
26,97.0,1930.51,244.62,248.5,4.1
27,97.0,1930.51,244.62,230.28,3.8
