,0,1,2,3,4
0,31.81,2145.75,119.39,242.31,3.89
1,31.81,730.71,72.49,317.66,5.13
2,31.81,761.73,68.39,311.66,5.16
3,31.81,761.73,65.57,277.31,4.58
4,31.2,1242.75,81.2,289.98,4.79
5,32.41,1001.71,81.2,289.98,4.79
6,31.81,834.71,84.21,278.48,4.57
7,31.81,1530.75,84.21,278.48,4.56
8,32.41,1660.23,115.58,240.31,3.97
9,32.2,1660.23,88.77,250.66,4.11
10,30.81,1653.75,83.85,269.31,4.37
11,30.81,746.71,74.19,271.66,4.49
12,40.81,1839.75,110.47,288.66,4.77
13,40.81,1180.71,83.88,269.31,4.36
14,40.41,842.71,95.87,268.98,4.4
15,40.2,893.75,81.21,268.98,4.4
16,39.81,582.73,72.88,252.98,4.16
17,39.81,582.73,72.88,252.98,4.16
18,44.41,181.23,107.34,288.31,4.79
19,40.2,181.23,83.93,303.66,4.98
20,39.2,354.73,89.77,291.48,4.8
21,39.41,354.73,92.75,291.48,4.8
22,73.81,852.73,141.47,258.48,4.23
23,73.81,852.73,123.26,258.48,4.23
24,73.81,579.23,114.49,274.98,4.5
25,73.81,579.23,114.49,274.98,4.5
26,75.2,642.75,170.95,264.31,4.28
27,76.41,520.71,122.94,264.66,4.28
