,0,1,2,3,4
0,31.2,660.05,68.22,253.61,4.11
1,31.2,660.05,68.22,279.47,4.56
2,30.7,89.55,60.18,312.47,5.18
3,30.7,89.55,60.18,263.61,4.29
4,30.2,393.55,65.28,296.47,4.91
5,30.2,393.55,65.28,293.61,4.84
6,30.7,651.05,82.44,286.04,4.73
7,30.7,651.05,74.26,286.04,4.73
8,31.2,552.05,55.75,279.47,4.62
9,31.2,552.05,55.75,276.61,4.56
10,30.7,603.23,83.53,282.54,4.65
11,30.7,688.86,83.53,282.54,4.65
12,40.7,329.05,84.82,289.47,4.79
13,40.7,329.05,72.4,288.61,4.75
14,39.2,1210.55,93.36,275.47,4.52
15,39.2,1210.55,75.68,260.61,4.32
16,38.7,743.86,74.99,277.47,4.56
17,38.7,698.23,74.99,261.61,4.27
18,40.2,152.23,88.44,303.47,4.98
19,40.2,592.86,88.44,289.61,4.78
20,38.7,813.05,96.55,268.54,4.42
21,38.7,813.05,96.55,268.54,4.42
22,89.12,480.05,146.23,278.47,4.59
23,74.28,480.05,113.64,250.61,4.13
24,73.7,3022.23,175.38,241.47,3.9
25,73.7,6255.86,226.41,234.61,3.78
26,73.7,450.86,166.49,266.61,4.41
27,73.7,304.23,119.59,271.47,4.43
