,0,1,2,3,4
0,655.22,3514.2,1052.47,101.47,1.67
1,715.7,3514.2,1052.47,106.76,1.73
2,602.22,4105.7,1103.07,106.11,1.74
3,660.7,4105.7,1103.07,106.11,1.74
4,765.7,3985.06,1472.93,89.76,1.47
5,683.22,11587.33,1986.53,74.47,1.2
6,628.22,5874.7,1341.85,98.76,1.59
7,742.7,5874.7,1341.85,92.47,1.52
8,579.22,1978.06,965.28,111.76,1.84
9,684.7,12892.33,2996.09,51.47,0.82
10,578.7,2875.7,873.79,114.47,1.89
11,468.22,2875.7,873.79,133.76,2.21
12,463.7,2262.2,741.15,124.61,1.98
13,456.22,2262.2,741.15,124.61,2.05
14,484.7,2915.7,814.09,116.61,1.9
15,466.22,2915.7,814.09,116.61,1.9
16,535.96,4251.33,898.92,112.11,1.84
17,535.96,3699.06,898.92,112.11,1.85
18,523.46,8177.33,1062.44,86.47,1.38
19,523.46,4110.06,1060.73,108.76,1.76
20,400.7,4681.06,636.07,140.47,2.33
21,394.22,5138.33,636.07,144.76,2.35
22,459.7,310.7,523.5,146.11,2.41
23,423.22,310.7,523.5,146.11,2.41
24,431.96,1848.33,538.97,156.11,2.56
25,431.96,1556.06,538.97,156.11,2.56
26,472.7,818.7,625.22,138.47,2.26
27,454.22,818.7,625.22,140.76,2.29
