,0,1,2,3,4
0,223.22,534.74,124.46,158.3,2.59
1,223.22,534.74,124.46,158.3,2.59
2,261.2,0.0,69.47,191.22,3.14
3,217.23,0.0,69.47,196.38,3.18
4,209.72,1499.74,84.57,209.3,3.44
5,209.72,1499.74,84.57,209.3,3.44
6,210.72,0.0,36.94,201.3,3.31
7,210.72,0.0,36.94,201.3,3.31
8,208.72,0.0,7.44,212.22,3.51
9,208.72,0.0,7.44,217.38,3.59
10,210.72,536.24,127.32,185.8,3.04
11,210.72,536.24,127.32,185.8,3.04
12,209.22,0.0,49.96,220.3,3.64
13,209.22,0.0,49.96,220.3,3.64
14,209.22,1326.24,132.93,180.8,2.98
15,209.22,1326.24,132.93,180.8,2.98
16,228.2,49.74,59.95,208.8,3.46
17,206.23,49.74,59.95,208.8,3.46
18,199.22,1565.23,76.4,209.3,3.43
19,199.22,2007.24,76.4,209.3,3.43
20,227.2,440.74,104.77,206.8,3.4
21,205.23,440.74,104.77,206.8,3.4
22,199.72,3446.24,101.0,174.22,2.86
23,199.72,1884.23,101.0,175.38,2.86
24,199.22,34517.24,3601.21,49.22,0.81
25,199.22,3083.23,400.47,141.38,2.32
26,204.23,1748.23,363.69,203.38,3.37
27,263.2,27445.24,2564.65,57.22,0.94
