,0,1,2,3,4
0,159.75,2291.41,245.3,228.63,3.79
1,159.75,1398.79,222.12,228.63,3.79
2,158.21,0.0,210.49,256.1,4.23
3,166.29,0.0,210.49,236.16,3.86
4,170.29,178.79,226.74,233.63,3.85
5,156.21,3903.41,248.64,233.63,3.85
6,149.25,0.0,203.05,246.1,4.04
7,149.25,0.0,213.11,244.16,4.02
8,149.25,79.79,189.84,269.1,4.42
9,149.25,89.41,203.24,257.16,4.27
10,149.25,3745.1,254.72,225.63,3.74
11,149.25,3745.1,254.72,225.63,3.74
12,150.25,149.6,209.06,226.63,3.74
13,150.25,149.6,200.36,226.63,3.74
14,150.75,3217.6,234.01,238.63,3.9
15,150.75,3217.6,234.01,238.63,3.9
16,149.75,0.0,187.21,209.16,3.47
17,149.75,0.0,187.21,262.1,4.33
18,149.75,0.0,206.65,257.16,4.28
19,149.75,0.0,192.3,269.1,4.46
20,155.21,0.0,201.9,267.1,4.37
21,156.29,0.0,221.97,225.16,3.68
22,150.75,0.0,212.24,252.13,4.14
23,150.75,0.0,212.24,252.13,4.14
24,144.29,191.1,192.77,257.16,4.23
25,78.21,191.1,110.26,275.1,4.54
26,75.75,0.0,113.23,291.1,4.82
27,75.75,0.0,113.23,265.16,4.29
