,0,1,2,3,4
0,82.79,679.6,116.59,253.0,4.2
1,83.15,679.6,113.34,275.98,4.54
2,82.47,343.6,113.08,264.0,4.35
3,82.47,343.6,104.39,274.98,4.49
4,83.47,898.42,124.84,272.99,4.53
5,83.47,614.78,124.84,272.99,4.53
6,83.15,818.6,113.78,271.0,4.49
7,82.79,818.6,113.78,272.98,4.49
8,83.15,539.78,110.35,266.99,4.42
9,82.79,698.42,110.35,266.99,4.42
10,83.15,1037.42,136.78,256.0,4.24
11,82.79,486.78,130.37,295.98,4.87
12,85.15,290.6,117.17,278.99,4.62
13,82.79,290.6,112.57,278.99,4.62
14,82.47,909.42,121.63,266.0,4.34
15,82.47,353.78,121.63,297.98,4.94
16,83.47,393.6,104.54,281.0,4.67
17,83.47,393.6,104.54,297.98,4.94
18,82.79,453.6,114.34,283.99,4.71
19,83.15,453.6,114.34,283.99,4.71
20,83.79,355.1,124.11,298.98,4.95
21,84.15,355.1,131.68,279.0,4.6
22,83.15,446.78,117.95,297.49,4.94
23,82.79,1572.42,138.4,297.49,4.94
24,83.15,1078.6,123.1,294.98,4.9
25,80.79,1078.6,124.85,255.0,4.17
26,80.15,790.78,138.08,292.98,4.87
27,78.79,2091.42,138.08,268.0,4.39
