,0,1,2,3,4
0,181.65,3924.94,282.02,197.1,3.28
1,155.62,1549.31,201.02,207.19,3.44
2,145.63,3681.94,212.18,188.65,3.11
3,145.63,2395.31,212.18,188.65,3.11
4,140.63,4213.13,204.94,219.15,3.63
5,140.63,4213.13,204.94,219.15,3.63
6,146.63,2091.94,203.91,229.15,3.77
7,146.63,1336.31,203.91,229.15,3.77
8,142.63,3123.94,200.12,221.1,3.6
9,142.63,2085.31,200.12,224.19,3.71
10,141.13,2273.31,199.33,211.1,3.44
11,141.13,3248.94,199.33,216.19,3.44
12,0.0,0.0,0.0,8.15,0.16
13,0.0,0.0,0.0,8.15,0.16
14,142.63,1145.13,192.66,230.65,3.82
15,142.63,1145.13,192.66,230.65,3.82
16,140.13,903.13,175.27,196.1,3.23
17,140.13,903.13,175.27,216.19,3.58
18,145.63,1558.13,196.55,212.65,3.49
19,145.63,1558.13,196.55,212.65,3.49
20,-12.38,-29.69,-14.28,18.1,0.33
21,131.65,3600.94,198.04,186.19,3.1
22,145.63,3225.94,196.44,234.65,3.88
23,145.63,1235.31,196.44,234.65,3.88
24,139.63,877.31,181.7,234.15,3.87
25,139.63,1057.94,181.7,234.15,3.87
26,142.13,1780.63,202.7,212.65,3.5
27,142.13,1780.63,202.7,212.65,3.5
