,0,1,2,3,4
0,118.53,13824.55,965.06,114.36,1.87
1,118.53,2402.42,225.22,222.43,3.68
2,114.11,0.0,130.66,251.36,4.18
3,79.95,0.0,130.66,281.43,4.68
4,79.53,137.99,123.33,263.39,4.38
5,79.53,137.99,123.33,263.39,4.38
6,90.11,321.99,154.86,221.89,3.66
7,84.95,321.99,154.86,221.89,3.66
8,77.95,40.99,98.57,278.43,4.62
9,78.11,40.99,98.57,242.36,4.0
10,80.03,439.99,125.19,243.39,3.95
11,80.03,439.99,125.19,243.39,3.95
12,77.03,676.49,135.66,248.89,4.05
13,77.03,676.49,135.66,248.89,4.05
14,114.03,1077.99,167.81,237.43,3.9
15,114.03,1077.99,167.81,216.36,3.53
16,130.11,4176.49,328.01,204.89,3.4
17,116.95,4176.49,328.01,204.89,3.4
18,119.11,614.49,292.45,229.36,3.79
19,83.95,614.49,180.99,253.43,4.19
20,80.03,1098.49,164.73,229.89,3.79
21,80.03,1098.49,164.73,229.89,3.79
22,80.53,6115.55,196.86,225.39,3.73
23,80.53,1296.42,196.86,225.39,3.73
24,85.53,2109.99,292.73,218.39,3.59
25,85.53,2109.99,292.73,218.39,3.59
26,77.53,2017.49,226.88,209.36,3.43
27,77.53,2017.49,226.88,220.43,3.64
