,0,1,2,3,4
0,4.56,2575.44,38.98,224.79,3.68
1,4.56,1872.74,38.98,233.55,3.84
2,3.56,458.74,17.78,271.79,4.43
3,3.56,1653.44,21.28,282.55,4.68
4,4.56,728.74,20.73,271.55,4.47
5,4.56,777.44,20.73,255.79,4.23
6,3.56,452.74,13.7,255.79,4.22
7,3.56,707.44,13.7,260.55,4.3
8,4.56,287.74,14.9,289.55,4.77
9,4.56,656.44,15.44,246.79,4.06
10,4.07,317.09,12.23,309.79,5.13
11,4.04,317.09,12.23,313.55,5.2
12,4.07,874.74,20.88,297.55,4.89
13,4.04,1591.44,27.35,258.79,4.26
14,4.07,1827.44,28.37,248.79,4.13
15,4.04,1479.74,21.24,260.55,4.3
16,3.56,183.59,8.06,257.17,4.14
17,3.56,183.59,8.06,257.17,4.14
18,4.07,1818.44,32.64,245.79,4.06
19,4.04,893.74,21.69,283.55,4.69
20,3.56,1494.74,18.43,296.17,4.9
21,3.56,1755.44,35.88,296.17,4.9
22,3.56,2324.74,47.48,266.55,4.41
23,3.56,2646.44,58.14,248.79,4.05
24,3.56,1712.09,34.29,273.17,4.5
25,3.56,1712.09,33.56,273.17,4.5
26,4.04,1805.74,31.9,277.55,4.48
27,10.07,4083.44,108.89,214.79,3.54
