,0,1,2,3,4
0,0.0,1324.36,524.84,125.91,2.09
1,0.0,24359.35,555.79,50.33,0.82
2,0.0,263.36,0.0,132.91,2.19
3,0.0,263.36,0.0,106.33,1.73
4,0.0,2783.36,874.08,87.91,1.44
5,0.0,11668.35,7877.97,19.33,0.26
6,0.0,1666.36,0.0,84.91,1.4
7,0.0,1666.36,0.0,72.33,1.15
8,238.12,1383.36,447.43,117.91,1.95
9,1287.97,9335.35,5143.34,22.33,0.36
10,0.0,725.36,186.84,62.12,1.0
11,0.0,725.36,186.84,62.12,1.0
12,0.0,645.36,0.0,67.33,1.11
13,0.0,645.36,0.0,69.91,1.14
14,482.12,30900.86,5614.64,9.91,0.15
15,27520.97,30900.86,28496.14,4.33,0.05
16,0.0,0.0,0.0,88.12,1.43
17,0.0,0.0,0.0,88.12,1.43
18,0.0,0.0,0.0,131.62,2.18
19,0.0,0.0,0.0,131.62,2.18
20,0.0,1915.36,0.0,91.33,1.51
21,0.0,1915.36,0.0,120.91,1.98
22,0.0,599.36,0.0,119.91,1.95
23,0.0,599.36,0.0,85.33,1.38
24,0.0,233.86,67.79,63.62,1.04
25,0.0,233.86,67.79,63.62,1.04
26,0.0,1475.36,0.0,76.12,1.23
27,0.0,1475.36,0.0,76.12,1.23
