,0,1,2,3,4
0,46.69,2759.98,123.74,217.37,3.45
1,46.69,2759.98,117.25,236.25,3.94
2,46.69,10206.89,322.37,216.37,3.58
3,46.69,2672.08,111.73,243.25,4.03
4,49.19,2289.89,120.32,256.31,4.2
5,49.19,645.08,111.2,256.31,4.2
6,48.69,3274.48,145.22,219.31,3.63
7,48.69,3274.48,145.22,219.31,3.63
8,-0.02,-73.41,-2.55,-3.63,0.12
9,43.4,73.41,65.04,220.25,3.64
10,46.69,522.48,95.33,263.31,4.31
11,46.69,522.48,95.33,263.31,4.31
12,47.69,508.98,93.15,263.31,4.36
13,47.69,508.98,93.15,263.31,4.36
14,44.69,0.0,70.28,239.31,3.94
15,44.69,0.0,70.28,239.31,3.94
16,45.19,172.48,87.28,260.31,4.32
17,45.19,172.48,87.28,260.31,4.32
18,47.69,0.0,87.04,269.81,4.48
19,47.69,0.0,87.04,269.81,4.48
20,47.69,760.98,109.65,274.31,4.53
21,47.69,760.98,109.65,274.31,4.53
22,47.19,0.0,93.56,266.25,4.43
23,47.19,0.0,93.56,257.37,4.11
24,46.19,0.0,79.15,288.81,4.77
25,46.19,0.0,79.15,288.81,4.77
26,46.19,563.48,98.81,267.31,4.42
27,46.19,563.48,98.81,267.31,4.42
