,0,1,2,3,4
0,315.42,1918.59,417.59,179.62,2.94
1,315.42,1918.59,417.59,179.26,2.91
2,316.92,3058.59,401.2,208.26,3.44
3,316.92,3058.59,401.2,218.62,3.59
4,340.42,3096.09,446.33,206.26,3.26
5,340.42,3096.09,446.33,207.62,3.4
6,334.49,1648.52,404.27,198.26,3.15
7,290.35,2697.67,394.92,215.62,3.51
8,299.49,665.09,355.83,206.62,3.34
9,290.35,665.09,353.07,199.26,3.17
10,285.92,947.09,392.01,208.44,3.28
11,285.92,947.09,392.01,208.44,3.4
12,287.42,1096.52,381.13,229.44,3.73
13,287.42,2811.67,381.13,229.44,3.73
14,289.35,594.59,357.99,214.26,3.56
15,309.49,594.59,395.08,225.62,3.73
16,290.35,1068.52,356.22,238.62,3.95
17,302.49,2292.67,416.49,229.26,3.81
18,286.42,3017.67,370.79,226.62,3.65
19,286.42,1125.52,368.57,222.26,3.65
20,285.42,1174.52,389.18,227.62,3.76
21,285.42,2658.67,431.94,212.26,3.51
22,286.42,2745.67,388.45,226.62,3.74
23,286.42,1298.52,385.88,203.26,3.38
24,285.92,868.59,359.66,233.62,3.86
25,285.92,868.59,359.66,216.26,3.53
26,285.92,1089.09,395.63,215.62,3.55
27,285.92,1089.09,370.24,202.26,3.3
