,Av,Rt,Th,Cost
2016-03-19,0.41352548344750667,0.2179599157859573,0.42630602799618345,0.37074705426736343
2016-03-20,0.4477029249182488,0.16289553834535703,0.46922162388952204,0.5418317459145665
2016-03-21,0.4480537386080618,0.21862975592591716,0.48144190408404525,0.3989146407112374
2016-03-22,0.5148217238094615,0.2711079467891224,0.40334135901226387,0.4190863086569607
2016-03-23,0.5308294594483253,0.32627406503385525,0.39729091205227823,0.4109947630247404
2016-03-24,0.5891411015013256,0.31297722290147156,0.44363615350958163,0.3398720838439861
2016-03-25,0.4685117283252591,0.2479374133661808,0.4428406610849096,0.23323093428492958
2016-03-26,0.48208839719121943,0.2695037729021047,0.4148764464739213,0.16022575250879
2016-03-27,0.5186549749599383,0.2350060129374546,0.42026925859144476,0.26570483934314665
2016-03-28,0.5209677124693795,0.2482901125506365,0.4068227879774937,0.2955613873618929
2016-03-29,0.46710927290792126,0.3110532684239615,0.3940355449718449,0.22757308862818132
2016-03-30,0.6512573796744116,0.2655861178360292,0.41705168144695604,0.24268838386714103
2016-03-31,0.39304946730903767,0.31271120946279996,0.40232385442653684,0.21048292279154257
2016-04-01,0.39918890420981434,0.25128001816109463,0.3398230248283395,0.3173533022476074
2016-04-02,0.3367966135894248,0.30439821724064253,0.3573516268743084,0.17741923566247464
2016-04-03,0.2941348571687733,0.28752654533964006,0.4095503023404781,0.21282689987170522
2016-04-04,0.41111987021266233,0.23731721942843415,0.33844020653557316,0.27277335622592885
2016-04-05,0.3294290028666539,0.2582379321087366,0.3373790342568586,0.33464245936162434
2016-04-06,0.2787362668189662,0.215421794547223,0.3005450245450582,0.32293413480703137
2016-04-07,0.23464913354384515,0.243648205296074,0.33926178958226816,0.31983411252471305
2016-04-08,0.3205831282895779,0.2607301083037156,0.28209251735946994,0.3814494710618601
2016-04-09,0.3922079797886183,0.3169408462387771,0.2708593891477451,0.4104390989566613
2016-04-10,0.31863773841929044,0.2940770538611818,0.2908754539070861,0.2697596388682475
2016-04-11,0.31709537213046124,0.2896490850238238,0.27610262204204433,0.2875618114993306
2016-04-12,0.3471839354663264,0.28524004021040184,0.2493526976882256,0.47483380797998004
2016-04-13,0.375163907261299,0.2124371416233355,0.25543504840150666,0.4337703908439524
2016-04-14,0.28243720753862817,0.2120462466329348,0.2303008338727699,0.5311375779168523
2016-04-15,0.3458948751952241,0.31758112665488847,0.20803764972656835,0.3166540427537701
2016-04-16,0.3095509088167161,0.2179726579447973,0.20024744664227573,0.28630253679434015
2016-04-17,0.3197245638292414,0.27461728728060053,0.16464416072748256,0.3019901866831883
