trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 0.9980019986673331}",25,5,-138.95328300918453,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",1
2,False,"{'a': 0.002, 'e': 0.9960079893439915}",20,0,-60.04248845681884,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
3,False,"{'a': 0.002, 'e': 0.9940179640539353}",20,0,-140.51487441972873,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
4,False,"{'a': 0.002, 'e': 0.9920319148370607}",30,0,-106.31305757375979,"{0: 20, 1: 3, 2: 3, 3: 4, 4: 0}",0
5,False,"{'a': 0.002, 'e': 0.9900498337491681}",25,0,-176.2527655901162,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
6,False,"{'a': 0.002, 'e': 0.9880717128619305}",25,0,-74.42513664828573,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
7,False,"{'a': 0.002, 'e': 0.9860975442628619}",20,0,-52.61290650409501,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
8,False,"{'a': 0.002, 'e': 0.9841273200552851}",25,0,-113.91814112406709,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
9,False,"{'a': 0.002, 'e': 0.9821610323583008}",30,2,-105.11145041198768,"{0: 18, 1: 1, 2: 6, 3: 3, 4: 0}",1
10,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-113.09923314373285,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
11,False,"{'a': 0.002, 'e': 0.97824023505121}",20,7,-65.87466853762716,"{0: 6, 1: 2, 2: 4, 3: 1, 4: 0}",1
12,False,"{'a': 0.002, 'e': 0.9762857097579093}",20,0,-145.10549797028233,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
13,False,"{'a': 0.002, 'e': 0.9743350896087494}",20,0,-68.7789564870032,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9723883668012469}",20,12,-7.934644972580321,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
15,False,"{'a': 0.002, 'e': 0.9704455335485082}",20,0,-68.85439100004743,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
16,False,"{'a': 0.002, 'e': 0.9685065820791976}",25,0,-121.79767141225436,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
17,False,"{'a': 0.002, 'e': 0.9665715046375066}",35,0,-83.3997752655958,"{0: 25, 1: 3, 2: 6, 3: 0, 4: 1}",0
18,False,"{'a': 0.002, 'e': 0.9646402934831231}",25,0,-13.604182021636078,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
19,False,"{'a': 0.002, 'e': 0.9627129408911995}",25,0,-148.55476237964524,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",1
20,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-133.474443059329,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
21,False,"{'a': 0.002, 'e': 0.9588697805724845}",30,0,-166.22961458540175,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
22,False,"{'a': 0.002, 'e': 0.9569539574730467}",30,0,-195.04554179654602,"{0: 16, 1: 4, 2: 7, 3: 0, 4: 3}",0
23,False,"{'a': 0.002, 'e': 0.9550419621907147}",20,0,-140.70115902277763,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
24,False,"{'a': 0.002, 'e': 0.9531337870775047}",30,0,-178.7551606007195,"{0: 14, 1: 6, 2: 7, 3: 1, 4: 2}",0
25,False,"{'a': 0.002, 'e': 0.951229424500714}",25,0,-101.66775621590322,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
26,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-163.17384112871764,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
27,False,"{'a': 0.002, 'e': 0.9474321065017983}",20,0,-173.24186161131036,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
28,False,"{'a': 0.002, 'e': 0.9455391358903963}",20,0,-98.88591735383045,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
29,False,"{'a': 0.002, 'e': 0.9436499474367985}",20,0,-245.88040905387214,"{0: 6, 1: 4, 2: 5, 3: 1, 4: 4}",0
30,False,"{'a': 0.002, 'e': 0.9417645335842487}",25,0,-116.85862282863455,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
31,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,0,-135.27681812817127,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9380049995307295}",30,0,-127.30711404888163,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,0,-135.3631398814327,"{0: 9, 1: 3, 2: 4, 3: 3, 4: 1}",0
34,False,"{'a': 0.002, 'e': 0.9342604735772135}",20,0,-77.4696246979131,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
35,False,"{'a': 0.002, 'e': 0.9323938199059483}",25,0,-133.79848599431105,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
36,False,"{'a': 0.002, 'e': 0.9305308958112057}",30,14,-46.467626205721125,"{0: 11, 1: 2, 2: 1, 3: 2, 4: 0}",1
37,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,0,-118.57997099199112,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9268162065593822}",35,23,-63.39951385593111,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
39,False,"{'a': 0.002, 'e': 0.9249644265435393}",25,5,-104.74627191421271,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",1
40,False,"{'a': 0.002, 'e': 0.9231163463866358}",25,0,-138.06546504281766,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
41,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-81.60395696339873,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
42,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,0,-93.24686045271588,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9175942312201509}",20,0,-86.27319781699299,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
44,False,"{'a': 0.002, 'e': 0.9157608767233256}",35,0,-178.96263185724808,"{0: 25, 1: 3, 2: 3, 3: 0, 4: 4}",0
45,False,"{'a': 0.002, 'e': 0.9139311852712282}",25,0,-77.30380637015594,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
46,False,"{'a': 0.002, 'e': 0.9121051495450904}",20,0,-132.26395692646352,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
47,False,"{'a': 0.002, 'e': 0.910282762240767}",20,0,-86.6707742630603,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
48,False,"{'a': 0.002, 'e': 0.9084640160687062}",25,5,-100.28797028034131,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",1
49,False,"{'a': 0.002, 'e': 0.9066489037539209}",25,0,-100.79127774805029,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
50,False,"{'a': 0.002, 'e': 0.9048374180359595}",25,0,-25.647977496972484,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
51,False,"{'a': 0.002, 'e': 0.9030295516688768}",30,0,-89.87800279643228,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",1
52,False,"{'a': 0.002, 'e': 0.9012252974212047}",25,0,-61.01989867315155,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.899424648075924}",20,9,-36.32337810577358,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
54,False,"{'a': 0.002, 'e': 0.8976275964304349}",25,3,-130.1330621060642,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 2}",1
55,False,"{'a': 0.002, 'e': 0.8958341352965282}",25,0,-87.37471518390646,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
56,False,"{'a': 0.002, 'e': 0.8940442575003572}",30,0,-89.85390498248486,"{0: 23, 1: 1, 2: 2, 3: 3, 4: 1}",0
57,False,"{'a': 0.002, 'e': 0.8922579558824083}",30,0,-214.30717494622075,"{0: 16, 1: 2, 2: 8, 3: 1, 4: 3}",0
58,False,"{'a': 0.002, 'e': 0.8904752232974726}",25,1,-99.26095441585004,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 1}",1
59,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,0,-95.79383784695165,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
60,False,"{'a': 0.002, 'e': 0.8869204367171575}",25,0,-135.44507161281373,"{0: 18, 1: 3, 2: 0, 3: 1, 4: 3}",0
61,False,"{'a': 0.002, 'e': 0.8851483685026271}",30,0,-268.20575116899204,"{0: 14, 1: 2, 2: 9, 3: 1, 4: 4}",0
62,False,"{'a': 0.002, 'e': 0.8833798408827509}",30,0,-244.0005963850632,"{0: 14, 1: 6, 2: 5, 3: 1, 4: 4}",0
63,False,"{'a': 0.002, 'e': 0.8816148467834161}",30,7,-89.55343532602745,"{0: 12, 1: 5, 2: 4, 3: 2, 4: 0}",1
64,False,"{'a': 0.002, 'e': 0.8798533791446438}",30,0,-92.76852095864325,"{0: 16, 1: 5, 2: 9, 3: 0, 4: 0}",0
65,False,"{'a': 0.002, 'e': 0.8780954309205613}",30,5,-148.11536838295464,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",1
66,False,"{'a': 0.002, 'e': 0.8763409950793732}",25,0,-196.62875887539002,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
67,False,"{'a': 0.002, 'e': 0.874590064603334}",20,11,-21.688193232835637,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
68,False,"{'a': 0.002, 'e': 0.8728426324887193}",25,0,-45.149815407468395,"{0: 19, 1: 3, 2: 1, 3: 2, 4: 0}",0
69,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,0,-119.69420328715614,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
70,False,"{'a': 0.002, 'e': 0.8693582353988059}",25,0,-151.04587167357624,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
71,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-13.339370868970157,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
72,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-210.3482955768524,"{0: 8, 1: 4, 2: 2, 3: 3, 4: 3}",0
73,False,"{'a': 0.002, 'e': 0.8641577031846428}",25,0,-96.66270254354619,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
74,False,"{'a': 0.002, 'e': 0.8624311149420455}",25,0,-83.6059160005359,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
75,False,"{'a': 0.002, 'e': 0.8607079764250578}",20,6,-63.873019499480435,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
76,False,"{'a': 0.002, 'e': 0.8589882807411234}",25,0,-105.04532409101824,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
77,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-65.79548520507363,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
78,False,"{'a': 0.002, 'e': 0.8555591903710185}",25,1,-28.88609199471122,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 0}",1
79,False,"{'a': 0.002, 'e': 0.8538497819684817}",20,0,-115.86747036441044,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
80,False,"{'a': 0.002, 'e': 0.8521437889662113}",25,3,-110.26666465075576,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 2}",1
81,False,"{'a': 0.002, 'e': 0.850441204540233}",20,0,-50.191309109853066,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
82,False,"{'a': 0.002, 'e': 0.8487420218802068}",25,0,-185.2946492455838,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
83,False,"{'a': 0.002, 'e': 0.8470462341893996}",35,13,-93.33177016990889,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 1}",1
84,False,"{'a': 0.002, 'e': 0.8453538346846587}",25,0,-130.36521925043354,"{0: 13, 1: 2, 2: 6, 3: 4, 4: 0}",0
85,False,"{'a': 0.002, 'e': 0.8436648165963837}",30,0,-121.26999339360326,"{0: 18, 1: 5, 2: 4, 3: 2, 4: 1}",0
86,False,"{'a': 0.002, 'e': 0.8419791731684999}",20,0,-67.13644736057012,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.8402968976584314}",20,6,-55.60563753376131,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
88,False,"{'a': 0.002, 'e': 0.838617983337074}",25,0,-107.57157125225467,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
89,False,"{'a': 0.002, 'e': 0.8369424234887681}",20,2,-32.4155974335165,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
90,False,"{'a': 0.002, 'e': 0.835270211411272}",25,19,2.7176177069633165,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,0,-34.079857487408475,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
92,False,"{'a': 0.002, 'e': 0.8319358038266718}",25,0,-100.73009607653954,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
93,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,0,-103.73896603576546,"{0: 8, 1: 3, 2: 8, 3: 1, 4: 0}",0
94,False,"{'a': 0.002, 'e': 0.8286147072326806}",20,0,-69.81112309230097,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
95,False,"{'a': 0.002, 'e': 0.8269591339433623}",25,0,-238.76201883318075,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 5}",0
96,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,0,-27.745767342200583,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
97,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,0,-72.14365622424033,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
98,False,"{'a': 0.002, 'e': 0.8220122346781865}",30,0,-75.55836538356729,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
99,False,"{'a': 0.002, 'e': 0.8203698531378311}",30,0,-88.45153563822743,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
100,False,"{'a': 0.002, 'e': 0.8187307530779818}",30,0,-241.25021007096205,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 5}",0
101,False,"{'a': 0.002, 'e': 0.8170949279422366}",25,0,-140.26023274175756,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
102,False,"{'a': 0.002, 'e': 0.8154623711872927}",25,8,-91.89759955269959,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 2}",1
103,False,"{'a': 0.002, 'e': 0.8138330762829207}",25,7,-23.696689060662216,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
104,False,"{'a': 0.002, 'e': 0.812207036711939}",20,0,7.759780044686274,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
105,False,"{'a': 0.002, 'e': 0.8105842459701871}",30,9,7.9871900599006,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.002, 'e': 0.8089646975664998}",25,0,-77.62127955186818,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
107,False,"{'a': 0.002, 'e': 0.8073483850226815}",20,3,-34.535706698318194,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
108,False,"{'a': 0.002, 'e': 0.8057353018734796}",30,0,-165.00575544226595,"{0: 16, 1: 6, 2: 5, 3: 1, 4: 2}",0
109,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,0,-37.03187198775111,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
110,False,"{'a': 0.002, 'e': 0.8025187979624785}",20,0,-77.91960318274329,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
111,False,"{'a': 0.002, 'e': 0.8009153643346592}",25,3,-88.74464423128265,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 1}",1
112,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,0,-76.79324865888793,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",1
113,False,"{'a': 0.002, 'e': 0.7977181016656743}",25,16,-3.73061531208782,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.002, 'e': 0.7961242598354538}",25,10,-46.31062903186486,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
115,False,"{'a': 0.002, 'e': 0.794533602503334}",20,4,-97.91336049762401,"{0: 7, 1: 4, 2: 3, 3: 1, 4: 1}",1
116,False,"{'a': 0.002, 'e': 0.7929461233066837}",20,0,-154.80636865852034,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
117,False,"{'a': 0.002, 'e': 0.7913618158955839}",25,0,-141.1303730362242,"{0: 17, 1: 2, 2: 1, 3: 3, 4: 2}",0
118,False,"{'a': 0.002, 'e': 0.7897806739328027}",20,0,-166.0767504772305,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
119,False,"{'a': 0.002, 'e': 0.7882026910937704}",25,0,-95.996140165189,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
120,False,"{'a': 0.002, 'e': 0.7866278610665535}",20,0,-108.93109238154535,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
121,False,"{'a': 0.002, 'e': 0.7850561775518295}",25,9,-69.1006644530631,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
122,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,0,-38.677406425987684,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
123,False,"{'a': 0.002, 'e': 0.7819222249254772}",25,0,-138.44770853650385,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
124,False,"{'a': 0.002, 'e': 0.7803599432780343}",25,0,-58.6388278874246,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
125,False,"{'a': 0.002, 'e': 0.7788007830714049}",35,0,-185.44815947282567,"{0: 21, 1: 3, 2: 8, 3: 0, 4: 3}",0
126,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,0,-136.52041782883742,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
127,False,"{'a': 0.002, 'e': 0.775691802046476}",30,0,-83.43501121300177,"{0: 16, 1: 7, 2: 7, 3: 0, 4: 0}",0
128,False,"{'a': 0.002, 'e': 0.7741419687922484}",25,15,4.790848817040678,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.002, 'e': 0.772595232106928}",20,4,-120.2335837036344,"{0: 7, 1: 4, 2: 3, 3: 0, 4: 2}",1
130,False,"{'a': 0.002, 'e': 0.7710515858035663}",30,0,-142.2779744662026,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
131,False,"{'a': 0.002, 'e': 0.7695110237075758}",25,2,-74.14766158426659,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 1}",1
132,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,0,-107.88899114214556,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
133,False,"{'a': 0.002, 'e': 0.7664391275010192}",30,0,-160.44285289657952,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
134,False,"{'a': 0.002, 'e': 0.764907781102864}",20,0,-58.79625626221824,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
135,False,"{'a': 0.002, 'e': 0.7633794943368531}",25,0,-154.5401229565918,"{0: 17, 1: 4, 2: 0, 3: 0, 4: 4}",0
136,False,"{'a': 0.002, 'e': 0.7618542610898376}",30,5,-29.415400205867577,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
137,False,"{'a': 0.002, 'e': 0.7603320752608821}",25,1,-46.70850163267417,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 0}",1
138,False,"{'a': 0.002, 'e': 0.7588129307612413}",20,0,-128.06835237447538,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
139,False,"{'a': 0.002, 'e': 0.7572968215143355}",20,0,-168.41400672749364,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
140,False,"{'a': 0.002, 'e': 0.7557837414557255}",20,0,-74.51927684315001,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
141,False,"{'a': 0.002, 'e': 0.754273684533089}",25,2,-34.89052347117968,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
142,False,"{'a': 0.002, 'e': 0.7527666447061963}",25,6,-34.58745445362174,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
143,False,"{'a': 0.002, 'e': 0.751262615946886}",25,0,-90.05928444100738,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
144,False,"{'a': 0.002, 'e': 0.7497615922390413}",20,0,-110.98381426774122,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
145,False,"{'a': 0.002, 'e': 0.7482635675785653}",25,0,-85.88732558643575,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
146,False,"{'a': 0.002, 'e': 0.7467685359733571}",30,15,-44.99617648638178,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
147,False,"{'a': 0.002, 'e': 0.7452764914432887}",25,0,-182.0992892646142,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
148,False,"{'a': 0.002, 'e': 0.7437874280201796}",25,0,-18.12695145161939,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
149,False,"{'a': 0.002, 'e': 0.7423013397477743}",25,3,-188.8928917814226,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 4}",1
150,False,"{'a': 0.002, 'e': 0.7408182206817179}",25,3,-57.5266351170749,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
151,False,"{'a': 0.002, 'e': 0.7393380648895319}",25,0,-150.86599886117241,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
152,False,"{'a': 0.002, 'e': 0.7378608664505911}",30,0,-76.18848162585068,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
153,False,"{'a': 0.002, 'e': 0.7363866194561001}",30,15,-25.504280710337607,"{0: 10, 1: 4, 2: 0, 3: 1, 4: 0}",1
154,False,"{'a': 0.002, 'e': 0.7349153180090687}",20,0,-92.24111792462787,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
155,False,"{'a': 0.002, 'e': 0.7334469562242892}",20,0,-56.124324103544,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
156,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,15,-32.77844906596642,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
157,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,0,-33.02378852895787,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
158,False,"{'a': 0.002, 'e': 0.7290594501676237}",30,0,-72.91330689246317,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
159,False,"{'a': 0.002, 'e': 0.7276027884145955}",20,0,-129.36116676852356,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 2}",0
160,False,"{'a': 0.002, 'e': 0.7261490370736909}",20,0,-44.489411015927494,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
161,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,0,-38.47579135464054,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
162,False,"{'a': 0.002, 'e': 0.7232502423798424}",20,0,-30.813927384563392,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
163,False,"{'a': 0.002, 'e': 0.7218051874317158}",25,0,8.701060069274838,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
164,False,"{'a': 0.002, 'e': 0.7203630197053014}",30,0,-143.4390120500749,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
165,False,"{'a': 0.002, 'e': 0.7189237334319262}",25,15,5.972091371567742,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.002, 'e': 0.7174873228544433}",25,0,-25.987639523999647,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",1
167,False,"{'a': 0.002, 'e': 0.7160537822272085}",30,0,-156.2594032137006,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
168,False,"{'a': 0.002, 'e': 0.7146231058160573}",20,0,-30.355794590916368,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
169,False,"{'a': 0.002, 'e': 0.7131952878982822}",30,0,-93.96065276126356,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
170,False,"{'a': 0.002, 'e': 0.7117703227626097}",25,0,-174.34184356273562,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
171,False,"{'a': 0.002, 'e': 0.7103482047091773}",25,0,-104.2156845486026,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
172,False,"{'a': 0.002, 'e': 0.7089289280495107}",30,9,-5.92000693215644,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
173,False,"{'a': 0.002, 'e': 0.7075124871065016}",20,0,-121.09940167978894,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
174,False,"{'a': 0.002, 'e': 0.7060988762143844}",25,0,-177.07775365848676,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
175,False,"{'a': 0.002, 'e': 0.7046880897187134}",20,0,-44.50648772198314,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
176,False,"{'a': 0.002, 'e': 0.7032801219763409}",25,0,-62.305708137268276,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
177,False,"{'a': 0.002, 'e': 0.701874967355394}",30,14,-52.90259611483212,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 1}",1
178,False,"{'a': 0.002, 'e': 0.7004726202352524}",25,0,-150.34705159414986,"{0: 16, 1: 3, 2: 1, 3: 3, 4: 2}",0
179,False,"{'a': 0.002, 'e': 0.6990730750065257}",20,13,-13.97078060442896,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.002, 'e': 0.697676326071031}",20,0,-54.204736721305444,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
181,False,"{'a': 0.002, 'e': 0.696282367841771}",35,12,-84.39576710244332,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 1}",1
182,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,0,-140.57801471550013,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
183,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,0,-32.99229020283761,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
184,False,"{'a': 0.002, 'e': 0.6921171816887304}",20,0,-29.906232737182897,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
