trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6907343306373547}",30,0,-228.95647320318352,"{0: 17, 1: 1, 2: 6, 3: 3, 4: 3}",0
186,False,"{'a': 0.002, 'e': 0.6893542425242224}",20,9,4.711853270253779,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.002, 'e': 0.6879769118289795}",20,13,1.126640241312368,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.686602333042301}",20,8,-8.015702367457337,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.002, 'e': 0.6852305006658703}",30,8,-3.7023390050918983,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.002, 'e': 0.6838614092123558}",20,15,0.9512660113949459,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.002, 'e': 0.6824950532053901}",25,0,-8.572924893424197,"{0: 19, 1: 5, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.002, 'e': 0.6811314271795471}",25,0,-170.48615444428847,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
193,False,"{'a': 0.002, 'e': 0.679770525680321}",30,0,-101.63962024048098,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
194,False,"{'a': 0.002, 'e': 0.678412343264104}",20,0,-89.3708000207861,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
195,False,"{'a': 0.002, 'e': 0.6770568744981647}",35,0,-127.23612639002553,"{0: 25, 1: 3, 2: 3, 3: 2, 4: 2}",0
196,False,"{'a': 0.002, 'e': 0.675704113960626}",20,5,-16.211156449569422,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
197,False,"{'a': 0.002, 'e': 0.6743540562404442}",20,0,-105.97851815022734,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
198,False,"{'a': 0.002, 'e': 0.6730066959373864}",20,4,-62.29750703392123,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
199,False,"{'a': 0.002, 'e': 0.6716620276620098}",25,18,-30.352426124630206,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.002, 'e': 0.6703200460356393}",20,6,-38.83417360991485,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
201,False,"{'a': 0.002, 'e': 0.6689807456903467}",20,0,-103.40940427193216,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
202,False,"{'a': 0.002, 'e': 0.6676441212689289}",20,7,-45.304922915360294,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.002, 'e': 0.6663101674248864}",25,0,-89.0749391981729,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
204,False,"{'a': 0.002, 'e': 0.6649788788224019}",30,18,7.7383204681861315,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.002, 'e': 0.6636502501363194}",25,0,-122.18660840395052,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
206,False,"{'a': 0.002, 'e': 0.6623242760521222}",30,16,-51.64842183982644,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
207,False,"{'a': 0.002, 'e': 0.6610009512659124}",25,8,-52.284950273116664,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
208,False,"{'a': 0.002, 'e': 0.659680270484389}",25,1,-78.87037205409291,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
209,False,"{'a': 0.002, 'e': 0.6583622284248272}",20,4,-6.619708737520803,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.002, 'e': 0.6570468198150567}",25,2,-79.69949642236759,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 1}",1
211,False,"{'a': 0.002, 'e': 0.6557340393934418}",20,0,-14.769714699816717,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
212,False,"{'a': 0.002, 'e': 0.6544238819088586}",30,16,-23.63447599433493,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
213,False,"{'a': 0.002, 'e': 0.6531163421206756}",20,3,-66.64474912333027,"{0: 9, 1: 0, 2: 8, 3: 0, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.651811414798732}",25,0,-166.10892067070407,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
215,False,"{'a': 0.002, 'e': 0.6505090947233165}",20,0,-27.449698218018117,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.6492093766851474}",30,2,-31.720462883878675,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 0}",1
217,False,"{'a': 0.002, 'e': 0.6479122554853506}",20,0,-156.87865656950578,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
218,False,"{'a': 0.002, 'e': 0.6466177259354396}",30,7,-82.33266120507767,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 2}",1
219,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,0,-15.802767140365493,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
220,False,"{'a': 0.002, 'e': 0.6440364210831414}",20,0,-148.47946110567733,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 3}",0
221,False,"{'a': 0.002, 'e': 0.6427496354555312}",30,3,-50.05147144757588,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 0}",1
222,False,"{'a': 0.002, 'e': 0.6414654208273198}",20,0,-97.15933042720857,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
223,False,"{'a': 0.002, 'e': 0.6401837720616471}",30,0,-68.7920297601204,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
224,False,"{'a': 0.002, 'e': 0.6389046840319162}",25,15,-7.4081797761991135,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,0,-66.70643240158033,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
226,False,"{'a': 0.002, 'e': 0.6363541697250871}",20,0,-63.06959204037526,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
227,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,0,-89.63811001345961,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",1
228,False,"{'a': 0.002, 'e': 0.633813837098549}",20,11,8.503935354806872,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.6325474762073634}",20,7,-57.01009777642441,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
230,False,"{'a': 0.002, 'e': 0.631283645506926}",25,0,-9.04144565500782,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
231,False,"{'a': 0.002, 'e': 0.6300223399419123}",30,0,-186.92623257908616,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
232,False,"{'a': 0.002, 'e': 0.6287635544670984}",20,0,-45.57584304610373,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
233,False,"{'a': 0.002, 'e': 0.6275072840473407}",30,0,-246.0208505869495,"{0: 16, 1: 1, 2: 8, 3: 1, 4: 4}",0
234,False,"{'a': 0.002, 'e': 0.6262535236575559}",20,12,-3.8003529911555156,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.002, 'e': 0.6250022682827008}",30,13,-45.10450788598752,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 0}",1
236,False,"{'a': 0.002, 'e': 0.623753512917752}",25,12,-4.112197764218207,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.002, 'e': 0.6225072525676867}",20,10,-15.851458893836512,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.002, 'e': 0.6212634822474616}",25,0,-71.29665192758502,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
239,False,"{'a': 0.002, 'e': 0.6200221969819939}",25,0,-12.276464896678076,"{0: 19, 1: 5, 2: 1, 3: 0, 4: 0}",0
240,False,"{'a': 0.002, 'e': 0.6187833918061408}",20,10,15.976642391610746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.002, 'e': 0.61754706176468}",25,12,-54.698714321662735,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
242,False,"{'a': 0.002, 'e': 0.6163132019122897}",20,11,-79.66107135577879,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
243,False,"{'a': 0.002, 'e': 0.6150818073135287}",25,1,-24.88077728713826,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
244,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,0,-20.984602418984064,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
245,False,"{'a': 0.002, 'e': 0.6126263941844161}",25,10,-32.91505665043417,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 0}",1
246,False,"{'a': 0.002, 'e': 0.6114023658324087}",20,0,-61.56813192655236,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
247,False,"{'a': 0.002, 'e': 0.6101807830906798}",30,0,-49.583263343581656,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 0}",0
248,False,"{'a': 0.002, 'e': 0.6089616410728969}",20,0,-88.61999722830332,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
249,False,"{'a': 0.002, 'e': 0.6077449349024902}",20,8,-19.655565152559696,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.002, 'e': 0.6065306597126334}",25,6,-121.67741754072838,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 2}",1
251,False,"{'a': 0.002, 'e': 0.6053188106462243}",20,0,-13.261815960920183,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
252,False,"{'a': 0.002, 'e': 0.6041093828558647}",20,10,-30.770056817802896,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
253,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,0,-112.10493895108559,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 3}",0
254,False,"{'a': 0.002, 'e': 0.6016977717621094}",25,12,-20.597507601510536,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
255,False,"{'a': 0.002, 'e': 0.6004955788122659}",25,0,-48.5836507539914,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
256,False,"{'a': 0.002, 'e': 0.5992957878455384}",20,2,-79.78825398236613,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
257,False,"{'a': 0.002, 'e': 0.5980983940627613}",25,0,-67.3472397352985,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
258,False,"{'a': 0.002, 'e': 0.596903392674358}",25,11,10.517017891766928,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.002, 'e': 0.5957107789003212}",20,0,-37.79318004696046,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
260,False,"{'a': 0.002, 'e': 0.5945205479701944}",30,0,-94.97265362125813,"{0: 19, 1: 1, 2: 9, 3: 1, 4: 0}",0
261,False,"{'a': 0.002, 'e': 0.593332695123052}",30,17,-1.2349542989495426,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.002, 'e': 0.5921472156074813}",25,0,-102.28697336548021,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
263,False,"{'a': 0.002, 'e': 0.5909641046815626}",30,4,-41.77124335382504,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 1}",1
264,False,"{'a': 0.002, 'e': 0.5897833576128504}",25,0,-103.00551855123894,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
265,False,"{'a': 0.002, 'e': 0.5886049696783552}",25,10,-76.9306951281793,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
266,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,4,21.725711949544376,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.5862552523672196}",20,0,-19.268804266148585,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
268,False,"{'a': 0.002, 'e': 0.5850839135917069}",30,3,-95.73319654955279,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 2}",1
269,False,"{'a': 0.002, 'e': 0.5839149151526287}",20,0,-78.84758943598925,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
270,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,5,7.697980876573141,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.002, 'e': 0.5815839205891371}",20,0,-61.68556388058023,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
272,False,"{'a': 0.002, 'e': 0.5804219151407424}",20,0,-112.10039621754277,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
273,False,"{'a': 0.002, 'e': 0.579262231380782}",35,8,5.169567417023352,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.002, 'e': 0.5781048646705196}",20,0,-26.530738367562307,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
275,False,"{'a': 0.002, 'e': 0.5769498103804866}",25,0,-31.41592829536609,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
276,False,"{'a': 0.002, 'e': 0.5757970638904645}",25,0,-159.22147053111965,"{0: 15, 1: 3, 2: 2, 3: 3, 4: 2}",0
277,False,"{'a': 0.002, 'e': 0.5746466205894657}",20,14,0.14717935772003,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.002, 'e': 0.5734984758757153}",30,0,-87.74696587855037,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
279,False,"{'a': 0.002, 'e': 0.5723526251566332}",35,13,-34.0961337098063,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
280,False,"{'a': 0.002, 'e': 0.5712090638488149}",30,0,-58.74364231168962,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
281,False,"{'a': 0.002, 'e': 0.5700677873780134}",25,0,-46.33800956246891,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
282,False,"{'a': 0.002, 'e': 0.5689287911791218}",20,0,-1.4075530752381917,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
283,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,0,-36.04185550849841,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
284,False,"{'a': 0.002, 'e': 0.5666576213822246}",35,0,-113.03392627709393,"{0: 24, 1: 3, 2: 5, 3: 2, 4: 1}",1
285,False,"{'a': 0.002, 'e': 0.5655254386995371}",20,7,-10.608091286485115,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
286,False,"{'a': 0.002, 'e': 0.5643955181193583}",20,9,-14.895761138595729,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.5632678551220046}",20,7,-63.53459301440784,"{0: 7, 1: 1, 2: 3, 3: 2, 4: 0}",1
288,False,"{'a': 0.002, 'e': 0.5621424451968224}",30,0,-92.63334071421328,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
289,False,"{'a': 0.002, 'e': 0.5610192838421706}",25,0,-46.9827491694862,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
290,False,"{'a': 0.002, 'e': 0.559898366565402}",30,10,-125.49391431319216,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",1
291,False,"{'a': 0.002, 'e': 0.5587796888828463}",20,9,-18.26771784311951,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
292,False,"{'a': 0.002, 'e': 0.5576632463197913}",30,0,-126.8234672702041,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
293,False,"{'a': 0.002, 'e': 0.5565490344104649}",25,0,1.820220738713534,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
294,False,"{'a': 0.002, 'e': 0.5554370486980182}",25,0,-29.95894124433525,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
295,False,"{'a': 0.002, 'e': 0.5543272847345071}",20,0,-106.09901873287517,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
296,False,"{'a': 0.002, 'e': 0.5532197380808739}",30,0,-52.614831689678056,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
297,False,"{'a': 0.002, 'e': 0.5521144043069306}",30,0,-88.16096396579348,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
298,False,"{'a': 0.002, 'e': 0.5510112789913407}",25,2,-107.98290576566718,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 2}",1
299,False,"{'a': 0.002, 'e': 0.5499103577216016}",25,0,-55.104762710387206,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
300,False,"{'a': 0.002, 'e': 0.5488116360940264}",20,0,-6.363108749990945,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
301,False,"{'a': 0.002, 'e': 0.5477151097137275}",20,0,-45.82436891748019,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
302,False,"{'a': 0.002, 'e': 0.5466207741945976}",30,7,-57.48129692253395,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
303,False,"{'a': 0.002, 'e': 0.5455286251592933}",30,0,-29.56898874751766,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
304,False,"{'a': 0.002, 'e': 0.5444386582392171}",30,13,13.787061023592832,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.5433508690744998}",20,8,0.3047602924716015,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
306,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,10,-87.82834952722284,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 2}",1
307,False,"{'a': 0.002, 'e': 0.5411818066152029}",25,0,-39.68827432488519,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
308,False,"{'a': 0.002, 'e': 0.5401005246443706}",35,0,-126.72996128529158,"{0: 24, 1: 6, 2: 1, 3: 2, 4: 2}",0
309,False,"{'a': 0.002, 'e': 0.539021403076357}",30,16,-96.56154241294846,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
310,False,"{'a': 0.002, 'e': 0.5379444375946745}",25,7,-26.482810634758444,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
311,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,0,-71.68011418770556,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
312,False,"{'a': 0.002, 'e': 0.535796957667456}",25,0,-64.98147980590873,"{0: 20, 1: 3, 2: 0, 3: 0, 4: 2}",0
313,False,"{'a': 0.002, 'e': 0.5347264346319975}",25,6,23.397750623502194,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.002, 'e': 0.5336580505029906}",35,0,-24.150147003176816,"{0: 28, 1: 4, 2: 2, 3: 1, 4: 0}",0
315,False,"{'a': 0.002, 'e': 0.5325918010068972}",20,3,5.31232455996291,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,12,1.001287872494931,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.002, 'e': 0.5304656888619749}",25,0,-0.8790150772737615,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
318,False,"{'a': 0.002, 'e': 0.5294058177086945}",25,0,-42.13035632707979,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
319,False,"{'a': 0.002, 'e': 0.528348064179391}",30,0,-87.97736674045953,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
320,False,"{'a': 0.002, 'e': 0.5272924240430485}",20,0,-16.91971621451402,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
321,False,"{'a': 0.002, 'e': 0.5262388930771054}",20,0,-72.39807081498459,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
322,False,"{'a': 0.002, 'e': 0.5251874670674361}",35,18,14.206774099042565,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.5241381418083354}",35,0,-117.46240449381862,"{0: 26, 1: 2, 2: 4, 3: 1, 4: 2}",0
324,False,"{'a': 0.002, 'e': 0.5230909131025008}",25,8,-37.07231724954745,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
325,False,"{'a': 0.002, 'e': 0.522045776761016}",25,0,-53.9597931994761,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
326,False,"{'a': 0.002, 'e': 0.5210027286033344}",20,3,-64.93278489345958,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
327,False,"{'a': 0.002, 'e': 0.5199617644572618}",25,0,-4.201220836769881,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
328,False,"{'a': 0.002, 'e': 0.5189228801589404}",20,9,-9.299626277407823,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.5178860715528314}",20,11,-42.45883058165013,"{0: 4, 1: 2, 2: 2, 3: 1, 4: 0}",1
330,False,"{'a': 0.002, 'e': 0.5168513344916992}",20,0,-61.17629942280177,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
331,False,"{'a': 0.002, 'e': 0.5158186648365941}",20,16,6.786708606621984,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.002, 'e': 0.5147880584568362}",25,7,-36.59071859553744,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
333,False,"{'a': 0.002, 'e': 0.5137595112299983}",20,0,-35.15126975936508,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
334,False,"{'a': 0.002, 'e': 0.5127330190418905}",25,0,-90.4750421618544,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
335,False,"{'a': 0.002, 'e': 0.5117085777865424}",20,0,-46.83104870345086,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
336,False,"{'a': 0.002, 'e': 0.5106861833661879}",25,0,-177.75310225637713,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
337,False,"{'a': 0.002, 'e': 0.5096658316912476}",35,0,-23.34248608608189,"{0: 29, 1: 2, 2: 3, 3: 1, 4: 0}",0
338,False,"{'a': 0.002, 'e': 0.5086475186803137}",25,13,-8.658851466900886,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
339,False,"{'a': 0.002, 'e': 0.5076312402601327}",20,16,7.718523208716459,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.002, 'e': 0.5066169923655895}",25,0,-63.37390901494563,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
341,False,"{'a': 0.002, 'e': 0.5056047709396915}",30,0,-64.89012645996347,"{0: 24, 1: 2, 2: 1, 3: 2, 4: 1}",0
342,False,"{'a': 0.002, 'e': 0.5045945719335512}",20,7,-13.86814419686352,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
343,False,"{'a': 0.002, 'e': 0.5035863913063714}",25,0,-10.24804075573434,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
344,False,"{'a': 0.002, 'e': 0.5025802250254283}",25,0,-5.449905749608365,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
345,False,"{'a': 0.002, 'e': 0.5015760690660555}",25,3,-53.910859010096374,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
346,False,"{'a': 0.002, 'e': 0.5005739194116277}",20,12,-3.619365901067904,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.4995737720535449}",25,1,-49.300640071067576,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 0}",1
348,False,"{'a': 0.002, 'e': 0.4985756229912165}",25,16,-37.842203934071755,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
349,False,"{'a': 0.002, 'e': 0.4975794682320448}",20,0,-51.70249058036457,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
350,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,0,-28.178024623217652,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
351,False,"{'a': 0.002, 'e': 0.4955931256926514}",25,12,-64.12158788601633,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
352,False,"{'a': 0.002, 'e': 0.494602929967057}",30,11,-18.68979853819224,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.002, 'e': 0.4936147126538418}",25,14,0.8207872904989806,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.49262846980013547}",30,6,-45.140431195790285,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 0}",1
355,False,"{'a': 0.002, 'e': 0.4916441974609651}",30,2,-158.69930020430232,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 3}",1
356,False,"{'a': 0.002, 'e': 0.4906618916992401}",30,15,-23.057697653479558,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
357,False,"{'a': 0.002, 'e': 0.4896815485857362}",20,6,11.302178631636039,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.4887031641990795}",20,4,-63.48893422352455,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
359,False,"{'a': 0.002, 'e': 0.4877267346257312}",20,0,-13.115582685789136,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
360,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,12,-9.524444878638475,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
361,False,"{'a': 0.002, 'e': 0.485779724303885}",20,12,-41.60392828658439,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
362,False,"{'a': 0.002, 'e': 0.48480913576734325}",25,6,-2.9602568957157747,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.483840486467991}",25,1,-38.83626452204724,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 1}",1
364,False,"{'a': 0.002, 'e': 0.48287377253122976}",20,0,-89.97044040772101,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
365,False,"{'a': 0.002, 'e': 0.48190899009020244}",20,0,-35.077877223800684,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
366,False,"{'a': 0.002, 'e': 0.480946135285778}",20,15,8.314970216566692,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.002, 'e': 0.479985204266536}",25,14,-11.585206807122407,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
368,False,"{'a': 0.002, 'e': 0.4790261931887511}",30,0,-29.964368000072213,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
