129,5553,1737.23,84,1.37
325,45243,16491.07,13,0.17
12,585,49.7,320,5.3
11,645,36.51,334,5.51
11,482,52.94,341,5.67
11,733,36.83,320,5.17
11,296,42.52,346,5.76
11,631,44.94,301,4.96
11,508,40.75,308,5.11
10,487,32.3,297,4.79
11,1015,69.94,277,4.58
11,556,33.99,333,5.52
11,1009,54.79,335,5.55
10,308,23.88,352,5.56
10,334,32.53,352,5.84
10,2051,41.29,302,4.99
10,216,29.07,348,5.76
10,758,31.16,342,5.68
10,575,35.32,325,5.39
10,744,35.99,334,5.53
10,403,34.67,339,5.63
10,359,26.41,308,4.98
10,365,28.34,349,5.8
10,1915,50.3,309,5.1
10,248,24.78,355,5.87
10,1111,29.43,324,5.38
10,849,36.3,326,5.42
10,601,30.55,334,5.53
