207,3213,396.83,167,2.71
212,1836,364.98,181,3.0
136,1155,218.76,217,3.59
140,860,188.71,224,3.71
208,970,355.73,214,3.51
220,2483,376.25,176,2.92
220,1066,393.87,117,1.92
213,1978,372.18,187,3.05
217,2929,403.16,220,3.65
209,10007,495.29,154,2.55
218,3771,398.7,192,3.18
221,2423,406.87,224,3.64
209,9304,477.74,206,3.41
209,2811,397.94,200,3.32
210,1886,397.45,171,2.82
211,1348,347.83,193,3.12
211,2826,387.93,206,3.42
210,1942,363.3,201,3.32
215,2235,421.35,170,2.8
218,1942,398.19,221,3.65
219,2194,416.94,193,3.19
223,4511,460.05,189,3.12
225,2486,436.67,194,3.22
179,3046,421.08,161,2.66
180,1889,364.42,207,3.43
228,951,303.32,224,3.65
181,2249,417.12,224,3.72
223,3846,352.7,175,2.89
