40,2528,135.18,242,3.89
40,779,78.08,333,5.39
40,947,84.18,327,5.42
40,1007,71.16,277,4.58
39,1625,94.3,292,4.85
41,1050,89.47,303,4.99
40,883,97.99,293,4.83
40,1913,91.8,279,4.56
41,1947,131.37,240,3.97
40,1804,94.36,266,4.37
39,2036,99.64,269,4.37
39,795,79.78,287,4.75
49,2222,126.26,304,5.03
49,1229,89.47,269,4.36
49,891,111.66,272,4.46
48,1276,86.8,281,4.6
48,698,83.52,258,4.23
48,898,83.61,263,4.35
53,531,123.13,288,4.79
48,262,89.52,319,5.24
47,630,95.36,294,4.86
48,510,108.54,304,5.0
82,1199,157.26,267,4.43
82,937,128.85,265,4.28
82,909,127.65,277,4.5
82,680,122.71,288,4.75
83,1025,186.74,264,4.34
85,569,128.53,280,4.47
