121,2640,227.82,235,3.78
122,3060,229.04,267,4.43
120,1020,193.05,288,4.75
121,1563,188.98,250,4.11
121,843,201.48,281,4.65
121,1363,199.71,259,4.26
120,1700,203.71,278,4.61
122,1213,219.08,278,4.61
122,1685,202.4,255,4.19
122,907,198.9,290,4.82
125,2443,238.64,229,3.72
121,720,209.54,286,4.73
122,1187,223.09,283,4.7
121,1739,230.1,281,4.67
121,1794,254.7,198,3.26
122,1759,220.24,264,4.38
123,1523,213.98,271,4.5
122,2047,222.32,252,4.18
123,1900,227.81,251,4.14
124,2469,235.66,231,3.8
125,2270,267.7,268,4.39
192,3480,311.43,254,4.22
123,1831,266.67,234,3.88
125,2151,268.58,253,4.2
124,1611,252.06,248,4.1
190,1694,252.07,252,4.16
191,1949,271.26,259,4.24
128,1584,254.71,260,4.3
