3588,8213,5644.32,37,0.59
5219,45746,26464.0,9,0.14
2695,6964,4743.97,49,0.8
3137,6587,4575.31,45,0.73
2750,8042,4978.76,43,0.7
5058,21242,10846.62,16,0.25
3406,8607,5603.08,37,0.6
3318,9688,5241.12,40,0.66
3171,7146,4993.97,41,0.66
8525,16944,13287.37,16,0.26
5170,7795,6016.94,36,0.54
3980,8193,5886.3,40,0.64
3616,10189,6231.94,37,0.61
3129,6152,4855.54,44,0.73
5966,44926,22153.2,10,0.14
7422,44611,13901.0,6,0.08
3300,8705,5069.4,42,0.69
2868,6520,4830.54,42,0.68
3695,8199,5845.51,37,0.6
3328,6641,5085.74,43,0.7
3627,10532,6287.16,37,0.58
3546,6765,4771.21,47,0.75
4644,7845,6637.7,31,0.47
3598,6549,4955.19,41,0.65
4132,7003,5140.88,45,0.71
4409,8103,5952.45,31,0.48
3511,9339,5084.11,44,0.72
3397,7835,5120.79,39,0.64
