225,15454,822.26,155,2.55
295,10283,1003.24,138,2.25
253,9767,922.46,132,2.17
253,16209,1237.42,115,1.89
224,2797,567.32,189,3.13
241,1639,785.6,162,2.67
237,11943,727.78,156,2.57
216,2338,632.3,171,2.83
255,2800,634.3,153,2.49
404,3093,1499.6,107,1.75
238,3350,686.86,160,2.62
276,2188,690.19,173,2.85
195,1352,508.47,189,3.13
227,1865,562.35,171,2.79
54,2113,937.04,147,2.42
231,2152,583.34,170,2.79
214,1606,567.94,162,2.66
237,4051,650.29,168,2.77
106,6195,1565.36,111,1.82
227,1936,544.59,179,2.93
5,2352,728.98,161,2.64
285,11643,3793.19,57,0.93
260,1784,794.23,166,2.67
260,2549,1037.07,133,2.18
199,1995,811.53,165,2.69
276,3159,1203.54,111,1.82
301,3144,1156.44,125,2.02
7,1858,778.27,170,2.75
