41,2662,143.9,225,3.73
37,1175,81.91,312,5.18
41,3308,147.09,255,4.17
36,3361,128.88,276,4.57
39,3115,119.83,287,4.73
37,1153,79.1,289,4.75
45,3069,125.87,279,4.63
39,4664,167.07,257,4.24
33,2301,97.19,267,4.35
39,584,77.83,321,5.29
35,2382,95.08,294,4.58
36,2942,114.69,295,4.88
40,3175,138.0,256,4.2
37,4260,125.63,273,4.5
39,3681,132.87,269,4.39
45,2723,107.94,307,5.07
49,3618,126.94,267,4.44
37,3007,109.88,268,4.39
38,300,87.47,317,5.27
37,2546,104.35,278,4.56
38,3267,113.79,293,4.86
39,3053,130.11,272,4.43
38,2806,125.16,261,4.28
45,720,85.65,298,4.79
38,2752,110.74,290,4.76
36,4096,131.91,286,4.74
39,2706,115.42,291,4.81
45,2599,118.21,281,4.55
