129,15872,1084.12,116,1.9
124,2544,230.37,246,4.07
126,1167,240.94,253,4.21
84,478,144.58,305,5.07
87,1768,210.24,273,4.54
88,697,160.63,279,4.63
102,1094,232.12,235,3.86
89,1739,201.8,234,3.88
82,576,143.51,302,5.01
90,1695,177.84,244,4.03
90,1057,183.51,259,4.24
86,2012,191.07,253,4.07
85,2393,221.14,257,4.17
85,1149,174.39,266,4.34
121,1859,197.78,261,4.29
123,2486,262.04,218,3.56
142,5615,368.73,224,3.71
121,4927,411.49,211,3.5
131,2338,411.51,231,3.82
88,1080,186.14,277,4.58
86,1578,207.21,239,3.93
90,2808,246.45,246,4.06
87,8163,291.52,244,4.05
90,1438,226.4,232,3.83
94,3045,312.5,231,3.8
93,3364,397.17,231,3.79
87,3182,298.08,211,3.46
84,3042,279.88,244,4.03
