108,9190,403.94,175,2.86
123,1413,225.49,255,4.19
117,12203,514.34,186,3.05
114,12296,559.22,168,2.74
116,9770,434.03,212,3.51
119,2821,259.35,251,4.13
107,8345,495.06,182,3.0
122,9388,443.47,206,3.37
114,14856,644.11,171,2.83
79,2971,252.95,224,3.64
99,2140,445.45,206,3.31
99,6969,661.68,159,2.6
86,3271,431.19,200,3.3
92,7115,634.18,171,2.74
84,1255,322.81,227,3.71
94,9439,541.04,192,3.15
92,3505,453.03,181,2.98
85,6088,529.13,180,2.94
249,3182,905.48,142,2.33
86,6495,400.82,211,3.49
5,1292,153.04,285,4.67
70,6597,339.84,224,3.69
63,4822,277.58,254,4.19
60,627,229.78,224,3.69
76,2936,444.98,191,3.16
65,8734,470.81,195,3.18
58,1109,218.35,225,3.71
71,769,269.65,246,4.06
