83,724,123.83,249,4.13
84,950,115.6,289,4.76
83,659,120.32,260,4.28
83,343,106.65,288,4.71
84,1240,131.36,275,4.56
84,588,127.83,280,4.65
84,872,117.58,267,4.44
83,1080,119.48,286,4.69
84,513,116.81,280,4.64
83,1040,113.39,263,4.36
84,1379,144.02,252,4.17
83,460,132.63,309,5.09
86,329,124.41,280,4.62
83,567,114.83,287,4.77
83,1251,125.13,262,4.27
83,327,127.64,311,5.16
84,683,107.46,277,4.6
84,419,111.12,311,5.16
83,577,120.64,293,4.87
84,645,117.55,284,4.7
84,480,126.37,312,5.17
85,545,138.92,275,4.53
84,420,120.21,308,5.12
83,1914,145.64,296,4.92
84,1144,125.36,308,5.12
81,1328,132.09,251,4.1
81,764,141.53,306,5.09
79,2433,144.13,264,4.32
