541,7743,2931.32,56,0.9
3692,6039,5013.42,47,0.76
3360,8531,5181.78,38,0.62
3629,8347,5077.97,41,0.66
3604,6776,5389.07,39,0.63
4192,19853,10537.15,19,0.3
4711,9909,5990.75,41,0.64
4640,10441,6056.87,33,0.54
3697,9028,5477.42,42,0.69
5239,16253,8457.57,26,0.42
3394,8310,4297.08,48,0.77
2436,5924,3383.1,64,1.02
2612,5918,3504.55,52,0.84
2542,5262,3354.86,61,1.0
2676,6561,3565.4,54,0.89
2735,6204,3585.86,58,0.91
2725,7787,4135.2,43,0.7
3031,4303,3688.64,53,0.85
3552,24398,6487.6,25,0.4
2947,9347,4018.0,57,0.94
2880,6186,3837.6,60,0.97
2810,6955,4012.22,58,0.92
3311,5346,3993.35,48,0.75
3622,5645,4345.49,51,0.84
3539,5696,4133.49,51,0.82
4228,5408,4813.83,42,0.69
3767,5490,4931.5,42,0.67
3595,4735,4167.16,54,0.89
