70,11051,304.85,237,3.91
59,842,116.0,311,5.16
57,10881,401.21,200,3.3
57,9264,268.91,266,4.32
58,6844,205.09,286,4.73
59,768,106.36,311,5.14
56,3347,124.87,312,5.18
57,2085,143.03,264,4.32
59,1230,109.7,274,4.53
60,846,122.52,307,5.09
13,1490,88.54,324,5.35
13,2317,164.58,247,4.05
13,1306,65.61,291,4.84
13,1074,106.93,295,4.88
13,359,63.76,278,4.57
13,3023,134.13,291,4.73
13,364,64.03,334,5.55
11,1804,87.19,331,5.24
13,2673,222.56,267,4.43
12,1677,62.97,303,4.99
4,473,38.16,323,5.32
9,745,76.05,306,5.04
9,581,42.88,343,5.69
9,389,48.66,337,5.57
9,501,68.26,338,5.6
9,2371,98.74,329,5.45
9,436,52.32,336,5.59
9,1532,66.83,282,4.63
