90,1135,168.76,264,4.36
88,1230,191.83,258,4.22
90,1365,382.62,247,4.07
103,1218,264.26,237,3.9
111,1488,459.7,195,3.22
90,6453,627.97,182,2.98
91,1547,518.55,196,3.21
89,2109,502.96,208,3.42
95,1278,290.52,211,3.45
96,1831,526.4,189,3.11
97,1192,174.3,284,4.67
102,1443,252.53,258,4.26
100,1958,156.15,261,4.29
100,2471,237.96,257,4.24
94,2227,149.27,272,4.44
100,947,189.89,219,3.62
100,1244,150.31,268,4.4
97,686,158.02,255,4.17
98,1808,278.97,235,3.85
95,1171,174.89,258,4.25
96,796,183.84,257,4.24
102,693,148.47,276,4.56
96,1215,251.39,251,4.14
0,0,0.0,6,0.11
98,825,129.97,281,4.66
96,786,154.92,275,4.57
98,1266,175.25,264,4.37
289,2160,477.43,198,3.22
