224,3398,390.47,231,3.8
228,3250,273.28,276,4.58
216,906,330.57,224,3.72
213,1788,325.34,220,3.62
211,1870,315.98,247,4.11
212,3213,294.98,196,3.25
212,3510,348.2,228,3.74
213,3454,349.16,206,3.41
212,1048,277.19,255,4.23
213,3229,334.79,229,3.77
213,3509,385.12,228,3.77
213,3222,372.51,225,3.72
211,3295,325.38,224,3.69
212,937,326.65,217,3.58
213,2902,352.92,223,3.64
212,3426,348.92,223,3.68
237,729,282.14,220,3.56
201,1312,313.24,221,3.56
202,3205,324.6,222,3.59
202,1146,266.59,237,3.9
237,775,327.08,229,3.78
201,1320,340.31,224,3.72
202,983,281.96,254,4.21
202,2870,299.93,219,3.61
201,3239,292.07,240,3.97
202,1535,310.38,160,2.63
200,3420,339.14,213,3.53
202,3394,303.19,239,3.97
