105,1429,152.59,236,3.86
105,12723,494.04,199,3.3
105,1950,150.27,282,4.65
104,639,132.42,301,4.96
105,2936,537.54,200,3.29
105,2133,171.11,261,4.24
105,2720,935.33,146,2.42
105,3737,997.85,137,2.25
104,2197,150.22,271,4.5
111,14647,2848.15,73,1.2
100,3859,1624.31,119,1.98
111,4486,1587.79,110,1.81
111,4062,1047.83,144,2.38
111,4064,1207.65,126,2.05
1441,21690,14365.93,16,0.25
109,6598,313.64,242,4.02
110,2879,865.0,148,2.4
110,2486,252.15,272,4.5
111,11267,636.08,184,2.7
109,1402,170.42,292,4.84
110,4010,780.82,181,3.0
111,5626,410.52,229,3.77
110,5699,503.47,208,3.39
110,4952,218.37,274,4.54
111,4181,1401.06,129,2.11
110,689,134.63,303,5.02
110,2748,731.83,183,3.03
110,3351,575.65,206,3.41
