121,5362,810.2,150,2.44
115,855,194.25,273,4.52
115,1150,211.21,264,4.36
76,924,142.02,284,4.71
78,1214,168.17,278,4.55
77,1468,171.55,279,4.58
85,793,202.07,256,4.17
76,789,184.35,247,4.03
72,553,142.95,305,5.05
78,905,146.12,235,3.89
78,690,174.71,274,4.5
77,2274,185.29,285,4.72
79,2616,212.14,279,4.62
73,511,151.46,298,4.95
110,1015,166.46,243,3.96
114,1561,208.45,234,3.88
122,1006,262.57,279,4.63
113,2055,253.97,275,4.58
122,9423,483.2,224,3.72
77,2370,199.87,282,4.69
76,576,185.8,287,4.77
78,2346,215.36,262,4.3
74,3931,209.72,268,4.41
74,3367,190.55,293,4.87
83,756,206.83,290,4.78
90,3220,323.12,236,3.88
79,1344,238.82,264,4.38
72,5710,281.56,248,3.99
