122,2879,183.5,248,4.08
126,1363,163.2,273,4.53
114,7984,644.92,193,3.2
130,1838,179.48,252,4.0
121,7842,361.44,238,3.95
223,843,271.13,241,3.98
117,1556,159.17,269,4.43
117,1134,172.19,290,4.8
870,16633,7054.87,24,0.39
119,1519,168.25,270,4.47
0,0,0.0,1,0.51
117,785,162.41,296,4.92
113,1928,163.58,263,4.36
121,1938,178.46,272,4.52
117,5168,185.9,265,4.35
116,1388,157.72,283,4.67
118,1358,155.41,256,4.2
122,2387,173.2,254,4.21
0,0,0.0,1,0.27
0,0,0.0,1,0.18
229,1656,424.87,40,2.26
118,1269,168.23,272,4.4
120,1511,198.03,281,4.64
109,1510,202.81,261,4.33
112,1481,178.76,258,4.26
108,3612,220.92,266,4.38
108,1217,207.84,251,4.05
117,1535,205.89,255,4.14
