15,12775,380.63,208,3.43
15,5165,300.12,219,3.57
14,10182,363.11,200,3.3
15,18650,635.07,165,2.73
15,8205,182.85,256,4.23
16,1045,96.62,294,4.84
15,13790,276.4,219,3.61
16,1530,103.64,276,4.57
17,1088,107.15,245,4.04
18,2666,402.8,231,3.81
16,1671,108.59,263,4.36
17,2320,121.59,280,4.65
15,740,69.88,300,4.96
14,2762,112.7,292,4.77
15,868,110.64,295,4.85
14,1272,95.16,263,4.36
15,1223,82.32,265,4.38
14,2866,101.77,263,4.35
36,7356,596.12,167,2.71
15,4270,142.37,282,4.54
5,2479,195.59,256,4.25
21,14643,1418.54,108,1.78
17,1095,186.41,236,3.89
18,1440,338.58,195,3.18
15,1268,264.53,236,3.87
21,2484,498.72,193,3.17
21,2745,468.21,192,3.16
4,1412,258.89,256,4.23
