90,725,169.31,269,4.38
96,1857,214.01,269,4.37
85,1216,193.25,246,3.97
88,1853,200.61,255,4.21
94,1670,225.86,263,4.36
85,1086,180.53,295,4.88
89,1110,173.86,261,4.31
88,3201,214.04,266,4.41
87,1591,198.18,281,4.61
87,812,171.49,291,4.83
89,1768,183.53,289,4.77
88,759,178.81,301,5.0
90,5070,240.46,262,4.35
87,1000,169.6,260,4.28
85,1628,175.59,281,4.66
86,1340,187.8,284,4.71
93,3704,198.6,263,4.34
96,2341,217.06,262,4.33
92,3244,197.49,273,4.51
92,1447,193.12,260,4.26
90,1402,214.61,238,3.91
99,2226,251.38,274,4.55
96,1792,228.03,264,4.21
87,1683,204.96,269,4.34
92,3868,221.37,278,4.6
103,1258,237.85,268,4.38
99,2373,261.05,259,4.28
99,2099,248.89,233,3.85
