18,662,111.15,317,5.24
19,1523,126.45,317,5.26
18,9680,401.95,205,3.4
18,12989,284.78,268,4.43
18,297,66.42,337,5.58
18,1001,79.38,306,5.03
18,482,102.06,320,5.32
21,1035,107.91,294,4.86
21,1338,82.18,298,4.89
22,3781,306.1,258,4.26
21,470,99.99,323,5.36
22,613,107.77,296,4.86
20,562,85.66,316,5.23
18,367,79.84,310,5.12
20,510,112.42,319,5.29
19,1275,84.52,284,4.7
20,1073,78.1,298,4.95
19,705,84.28,326,5.41
19,7370,359.24,251,4.17
18,943,76.51,305,5.02
6,911,190.09,294,4.86
55,12558,2054.98,100,1.66
21,1650,112.22,260,4.27
19,1507,115.49,299,4.96
19,1456,105.9,240,3.84
21,2787,336.8,255,4.24
20,2199,327.7,256,4.25
20,1881,245.05,251,4.08
